"","PID","Date","Start_Time","End_Time","Condition","Trial","Stimulus","Choice","IntBefore","IntAfter","ERQ_Supp","ERQ_Reapp","DERS","DERS_Nonaccept","DERS_Goals","DERS_Impulse","DERS_Awareness","DERS_Strategies","DERS_Clarity","IUS","IUS_F1","IUS_F2","Horror_Enjoy","Familiarity","Familiar_specific","Age","Gender_Identity","Sex","Race","Marital_Status","Edu_Num","Edu_Cat","Failures","ScreenWidth","ScreenHeight","WebAudio","Browser","Browser_Version","MobileUsed","OS","FullScreenUsed","VSync_Rate_Avg","VSync_Rate_SD","Attention_Check","Difficulties","Questions","RT_sec_Choice","RT_sec_IntBefore","RT_sec_IntAfter","RT_sec_ERQ","RT_sec_DERS","RT_sec_IUS","IntReduce","Effort","Success","RT_sec_IntReduce","RT_sec_Effort","RT_sec_Success","Income","Time_Taken"
"586","sub-144","2023-10-18","21:16:59","21:35:17","Strategy Use",2,"CNL1892","Reappraisal","66","70",7,24,57,5,7,9,17,11,8,10,7,3,1,"No",NA,"29","Female","Female","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.782,0.534621361339033,4,"","",11.887,5.854,7.945,63.209,103.298,48.924,"35",3,5,11.999,5.005,3.566,"$50,001 - $75,000",1098
"587","sub-144","2023-10-18","21:16:59","21:35:17","Strategy Use",3,"HIU8424","Distraction","83","99",7,24,57,5,7,9,17,11,8,10,7,3,1,"No",NA,"29","Female","Female","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.782,0.534621361339033,4,"","",3.788,4.972,5.593,63.209,103.298,48.924,"1",4,6,9.704,5.626,2.63,"$50,001 - $75,000",1098
"588","sub-144","2023-10-18","21:16:59","21:35:17","Strategy Use",4,"ARF1665","Reappraisal","95","100",7,24,57,5,7,9,17,11,8,10,7,3,1,"No",NA,"29","Female","Female","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.782,0.534621361339033,4,"","",2.821,11.243,6.251,63.209,103.298,48.924,"0",1,6,8.546,3.609,2.785,"$50,001 - $75,000",1098
"589","sub-145","2023-10-18","21:17:22","21:35:20","Strategy Forecast",1,"ARF1665","Distraction","11","50",14,30,77,15,20,7,16,11,8,7,6,1,3,"No",NA,"46","Female","Female","White or Caucasian","Single","19","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"firefox","118.0.0",FALSE,"Mac OS",TRUE,60.728,0.399649846740867,4,"I was pretty disturbed by the second cannibal video.  They did a great job with the camera angles.  I had to look away a lot.","",4.684,7.998,15.149,34.233,99.445,29.94,"24",1,4,13.179,11.232,8.763,"$75,001 - $100,000",1078
"590","sub-145","2023-10-18","21:17:22","21:35:20","Strategy Forecast",2,"HIU8424","Distraction","45","65",14,30,77,15,20,7,16,11,8,7,6,1,3,"No",NA,"46","Female","Female","White or Caucasian","Single","19","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"firefox","118.0.0",FALSE,"Mac OS",TRUE,60.728,0.399649846740867,4,"I was pretty disturbed by the second cannibal video.  They did a great job with the camera angles.  I had to look away a lot.","",10.18,13.03,8.389,34.233,99.445,29.94,"32",2,5,11.581,3.397,4.313,"$75,001 - $100,000",1078
"591","sub-145","2023-10-18","21:17:22","21:35:20","Strategy Forecast",3,"CNL1892","Reappraisal","65","45",14,30,77,15,20,7,16,11,8,7,6,1,3,"No",NA,"46","Female","Female","White or Caucasian","Single","19","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"firefox","118.0.0",FALSE,"Mac OS",TRUE,60.728,0.399649846740867,4,"I was pretty disturbed by the second cannibal video.  They did a great job with the camera angles.  I had to look away a lot.","",8.578,6.147,11.523,34.233,99.445,29.94,"66",2,5,12.313,8.449,5.78,"$75,001 - $100,000",1078
"592","sub-145","2023-10-18","21:17:22","21:35:20","Strategy Forecast",4,"FGV3524","Reappraisal","45","30",14,30,77,15,20,7,16,11,8,7,6,1,3,"No",NA,"46","Female","Female","White or Caucasian","Single","19","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"firefox","118.0.0",FALSE,"Mac OS",TRUE,60.728,0.399649846740867,4,"I was pretty disturbed by the second cannibal video.  They did a great job with the camera angles.  I had to look away a lot.","",6.995,9.448,18.953,34.233,99.445,29.94,"59",3,3,7.53,2.665,2.18,"$75,001 - $100,000",1078
"593","sub-146","2023-10-18","21:17:57","21:35:50","Strategy Use",1,"CNL1892","Distraction","57","100",4,32,39,0,7,2,17,6,7,17,12,5,0,"No",NA,"55","Female","Female","White or Caucasian","Single","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.302,0.31752165280497,4,"no","no",14.545,11.925,33.139,45.71,104.677,47.797,"35",6,0,15.093,10.822,9.06,"$50,001 - $75,000",1073
"594","sub-146","2023-10-18","21:17:57","21:35:50","Strategy Use",2,"ARF1665","Distraction","76","97",4,32,39,0,7,2,17,6,7,17,12,5,0,"No",NA,"55","Female","Female","White or Caucasian","Single","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.302,0.31752165280497,4,"no","no",3.559,11.893,22.839,45.71,104.677,47.797,"19",6,0,5.331,6.456,3.49,"$50,001 - $75,000",1073
"595","sub-146","2023-10-18","21:17:57","21:35:50","Strategy Use",3,"FGV3524","Neither","69","22",4,32,39,0,7,2,17,6,7,17,12,5,0,"No",NA,"55","Female","Female","White or Caucasian","Single","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.302,0.31752165280497,4,"no","no",2.6,9.758,15.035,45.71,104.677,47.797,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1073
"596","sub-146","2023-10-18","21:17:57","21:35:50","Strategy Use",4,"HIU8424","Neither","43","88",4,32,39,0,7,2,17,6,7,17,12,5,0,"No",NA,"55","Female","Female","White or Caucasian","Single","20","Graduate degree (MA, MS, PhD, etc.)",FALSE,1440,900,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.302,0.31752165280497,4,"no","no",4.636,11.096,6.569,45.71,104.677,47.797,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1073
"597","sub-147","2023-10-18","21:26:38","21:44:1","Strategy Use",1,"HIU8424","Distraction","14","84",10,23,73,6,10,9,26,11,11,20,11,9,1,"No",NA,"29","Male","Male","White or Caucasian","Single","13","High school degree or GED",FALSE,1463,823,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,166.042,0.667622647908234,4,"no","no",9.393,12.297,8.223,62.433,108.869,47.691,"35",2,3,12.063,7.966,5.079,"$50,001 - $75,000",1043
"598","sub-147","2023-10-18","21:26:38","21:44:1","Strategy Use",2,"CNL1892","Distraction","16","39",10,23,73,6,10,9,26,11,11,20,11,9,1,"No",NA,"29","Male","Male","White or Caucasian","Single","13","High school degree or GED",FALSE,1463,823,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,166.042,0.667622647908234,4,"no","no",3.83,5.889,14.363,62.433,108.869,47.691,"64",1,3,10.655,5.2,4.319,"$50,001 - $75,000",1043
"599","sub-147","2023-10-18","21:26:38","21:44:1","Strategy Use",3,"FGV3524","Distraction","19","50",10,23,73,6,10,9,26,11,11,20,11,9,1,"No",NA,"29","Male","Male","White or Caucasian","Single","13","High school degree or GED",FALSE,1463,823,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,166.042,0.667622647908234,4,"no","no",2.63,10.649,17.782,62.433,108.869,47.691,"72",2,3,9.775,2.903,3.335,"$50,001 - $75,000",1043
"600","sub-147","2023-10-18","21:26:38","21:44:1","Strategy Use",4,"ARF1665","Distraction","12","74",10,23,73,6,10,9,26,11,11,20,11,9,1,"No",NA,"29","Male","Male","White or Caucasian","Single","13","High school degree or GED",FALSE,1463,823,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,166.042,0.667622647908234,4,"no","no",2.414,3.385,7.488,62.433,108.869,47.691,"66",2,NA,6.311,2.304,1.278,"$50,001 - $75,000",1043
"601","sub-148","2023-10-18","21:25:15","21:44:10","Strategy Forecast",1,"FGV3524","Neither","0","2",17,22,69,4,12,4,26,6,17,35,16,19,2,"No",NA,"29","Female","Female","White or Caucasian","Single","18","Undergradaute degree (BA, BS, etc.)",FALSE,1440,960,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.406,0.387466127551815,4,"no","no",10.066,9.394,7.78,78.004,108.427,32.523,NA,NA,NA,NA,NA,NA,"$75,001 - $100,000",1135
"602","sub-148","2023-10-18","21:25:15","21:44:10","Strategy Forecast",2,"CNL1892","Reappraisal","2","3",17,22,69,4,12,4,26,6,17,35,16,19,2,"No",NA,"29","Female","Female","White or Caucasian","Single","18","Undergradaute degree (BA, BS, etc.)",FALSE,1440,960,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.406,0.387466127551815,4,"no","no",3.476,7.767,6.916,78.004,108.427,32.523,"61",3,4,8.59,15.428,2.214,"$75,001 - $100,000",1135
"603","sub-148","2023-10-18","21:25:15","21:44:10","Strategy Forecast",3,"ARF1665","Distraction","1","12",17,22,69,4,12,4,26,6,17,35,16,19,2,"No",NA,"29","Female","Female","White or Caucasian","Single","18","Undergradaute degree (BA, BS, etc.)",FALSE,1440,960,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.406,0.387466127551815,4,"no","no",5.966,9.576,5.697,78.004,108.427,32.523,"64",5,2,8.595,4.985,3.061,"$75,001 - $100,000",1135
"604","sub-148","2023-10-18","21:25:15","21:44:10","Strategy Forecast",4,"HIU8424","Reappraisal","12","32",17,22,69,4,12,4,26,6,17,35,16,19,2,"No",NA,"29","Female","Female","White or Caucasian","Single","18","Undergradaute degree (BA, BS, etc.)",FALSE,1440,960,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.406,0.387466127551815,4,"no","no",4.72,2.954,9.658,78.004,108.427,32.523,"52",2,2,5.46,5.637,2.384,"$75,001 - $100,000",1135
"605","sub-149","2023-10-18","21:22:35","21:47:3","Strategy Forecast",1,"ARF1665","Reappraisal","0","50",22,22,50,4,9,4,17,11,5,36,21,15,4,"No",NA,"36","Male","Male","Hispanic or Latino","Divorced","15","High school degree or GED",FALSE,3440,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,142.59,4.14501507838029,4,"no.","no.",11.879,9.189,14.971,51.74,102.285,41.726,"80",6,1,6.519,11.316,3.96,"$15,001 - $25,000",1468
"606","sub-149","2023-10-18","21:22:35","21:47:3","Strategy Forecast",2,"HIU8424","Reappraisal","0","50",22,22,50,4,9,4,17,11,5,36,21,15,4,"No",NA,"36","Male","Male","Hispanic or Latino","Divorced","15","High school degree or GED",FALSE,3440,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,142.59,4.14501507838029,4,"no.","no.",3.334,5.552,26.075,51.74,102.285,41.726,"95",6,1,3.987,2.279,2.123,"$15,001 - $25,000",1468
"607","sub-149","2023-10-18","21:22:35","21:47:3","Strategy Forecast",3,"CNL1892","Reappraisal","0","50",22,22,50,4,9,4,17,11,5,36,21,15,4,"No",NA,"36","Male","Male","Hispanic or Latino","Divorced","15","High school degree or GED",FALSE,3440,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,142.59,4.14501507838029,4,"no.","no.",2.411,4.78,12.502,51.74,102.285,41.726,"90",6,1,3.656,3.089,1.236,"$15,001 - $25,000",1468
"608","sub-149","2023-10-18","21:22:35","21:47:3","Strategy Forecast",4,"FGV3524","Reappraisal","0","10",22,22,50,4,9,4,17,11,5,36,21,15,4,"No",NA,"36","Male","Male","Hispanic or Latino","Divorced","15","High school degree or GED",FALSE,3440,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,142.59,4.14501507838029,4,"no.","no.",2.29,3.601,6.383,51.74,102.285,41.726,"100",6,0,5.101,1.387,1.901,"$15,001 - $25,000",1468
"609","sub-150","2023-10-18","21:23:45","21:47:51","Strategy Use",1,"CNL1892","Reappraisal","11","32",10,26,72,13,18,6,16,11,8,31,22,9,5,"No",NA,"33","Male","Male","Asian White or Caucasian","Divorced Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1200,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.418,0.344775289137722,4,"","",24.005,11.377,14.296,101.883,198.549,71.327,"90",6,0,18.829,14.075,9.456,"$35,001 - $50,000",1446
"610","sub-150","2023-10-18","21:23:45","21:47:51","Strategy Use",2,"ARF1665","Distraction","16","38",10,26,72,13,18,6,16,11,8,31,22,9,5,"No",NA,"33","Male","Male","Asian White or Caucasian","Divorced Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1200,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.418,0.344775289137722,4,"","",6.711,7.262,10.521,101.883,198.549,71.327,"62",4,1,14.454,12.172,6.747,"$35,001 - $50,000",1446
"611","sub-150","2023-10-18","21:23:45","21:47:51","Strategy Use",3,"HIU8424","Distraction","23","64",10,26,72,13,18,6,16,11,8,31,22,9,5,"No",NA,"33","Male","Male","Asian White or Caucasian","Divorced Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1200,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.418,0.344775289137722,4,"","",4.246,5.667,9.008,101.883,198.549,71.327,"31",2,2,10.236,10.542,4.848,"$35,001 - $50,000",1446
"612","sub-150","2023-10-18","21:23:45","21:47:51","Strategy Use",4,"FGV3524","Reappraisal","41","15",10,26,72,13,18,6,16,11,8,31,22,9,5,"No",NA,"33","Male","Male","Asian White or Caucasian","Divorced Single","19","Graduate degree (MA, MS, PhD, etc.)",FALSE,1920,1200,TRUE,"chrome","118.0.0",FALSE,"Mac OS",TRUE,60.418,0.344775289137722,4,"","",11.132,7.286,18.551,101.883,198.549,71.327,"95",6,0,4.97,3.216,4,"$35,001 - $50,000",1446
"613","sub-151","2023-10-18","21:26:35","21:49:38","Strategy Forecast",1,"ARF1665","Reappraisal","0","30",11,21,90,10,16,15,20,19,10,34,20,14,3,"No",NA,"30","Male","Male","White or Caucasian","Single","13","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.61,0.497644451390749,4,"","",13.215,7.428,12.195,81.628,147.4,157.525,"66",4,2,15.232,22.331,12.249,"Under $15,000",1383
"614","sub-151","2023-10-18","21:26:35","21:49:38","Strategy Forecast",2,"FGV3524","Reappraisal","17","27",11,21,90,10,16,15,20,19,10,34,20,14,3,"No",NA,"30","Male","Male","White or Caucasian","Single","13","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.61,0.497644451390749,4,"","",4.309,6.971,10.917,81.628,147.4,157.525,"100",0,6,6.385,5.133,2.779,"Under $15,000",1383
"615","sub-151","2023-10-18","21:26:35","21:49:38","Strategy Forecast",3,"CNL1892","Distraction","7","53",11,21,90,10,16,15,20,19,10,34,20,14,3,"No",NA,"30","Male","Male","White or Caucasian","Single","13","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.61,0.497644451390749,4,"","",16.328,12.929,5.653,81.628,147.4,157.525,"79",3,3,7.674,4.97,2.433,"Under $15,000",1383
"616","sub-151","2023-10-18","21:26:35","21:49:38","Strategy Forecast",4,"HIU8424","Neither","33","53",11,21,90,10,16,15,20,19,10,34,20,14,3,"No",NA,"30","Male","Male","White or Caucasian","Single","13","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.61,0.497644451390749,4,"","",7.179,3.219,5.99,81.628,147.4,157.525,NA,NA,NA,NA,NA,NA,"Under $15,000",1383
"617","sub-152","2023-10-18","21:24:29","21:50:55","Strategy Use",1,"CNL1892","Neither","5","0",15,24,66,5,20,6,17,12,6,35,23,12,6,"No",NA,"34","Female","Female","Hispanic or Latino","Single","16","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.488,0.454609722729288,4,"no, none.","no, none.",15.66,11.844,10.607,150.067,199.316,69.666,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1586
"618","sub-152","2023-10-18","21:24:29","21:50:55","Strategy Use",2,"HIU8424","Reappraisal","0","15",15,24,66,5,20,6,17,12,6,35,23,12,6,"No",NA,"34","Female","Female","Hispanic or Latino","Single","16","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.488,0.454609722729288,4,"no, none.","no, none.",9.103,7.006,20.16,150.067,199.316,69.666,"60",5,1,19.887,13.015,12.958,"$15,001 - $25,000",1586
"619","sub-152","2023-10-18","21:24:29","21:50:55","Strategy Use",3,"ARF1665","Neither","15","5",15,24,66,5,20,6,17,12,6,35,23,12,6,"No",NA,"34","Female","Female","Hispanic or Latino","Single","16","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.488,0.454609722729288,4,"no, none.","no, none.",10.253,8.524,9.875,150.067,199.316,69.666,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1586
"620","sub-152","2023-10-18","21:24:29","21:50:55","Strategy Use",4,"FGV3524","Neither","5","0",15,24,66,5,20,6,17,12,6,35,23,12,6,"No",NA,"34","Female","Female","Hispanic or Latino","Single","16","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.488,0.454609722729288,4,"no, none.","no, none.",3.279,15.002,10.21,150.067,199.316,69.666,NA,NA,NA,NA,NA,NA,"$15,001 - $25,000",1586
"621","sub-153","2023-10-18","21:30:57","21:51:1","Strategy Use",1,"ARF1665","Distraction","0","75",3,32,36,0,9,2,13,7,5,15,12,3,5,"No",NA,"58","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.508,0.2037645700312,4,"","",12.631,8.895,13.952,52.567,114.361,33.782,"72",4,3,33.277,7.374,7.332,"$50,001 - $75,000",1204
"622","sub-153","2023-10-18","21:30:57","21:51:1","Strategy Use",2,"HIU8424","Distraction","10","75",3,32,36,0,9,2,13,7,5,15,12,3,5,"No",NA,"58","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.508,0.2037645700312,4,"","",15.108,10.863,12.645,52.567,114.361,33.782,"60",4,3,11.758,5.983,4.125,"$50,001 - $75,000",1204
"623","sub-153","2023-10-18","21:30:57","21:51:1","Strategy Use",3,"CNL1892","Distraction","15","60",3,32,36,0,9,2,13,7,5,15,12,3,5,"No",NA,"58","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.508,0.2037645700312,4,"","",8.74,10.511,11.374,52.567,114.361,33.782,"63",4,2,8.558,4.735,3.101,"$50,001 - $75,000",1204
"624","sub-153","2023-10-18","21:30:57","21:51:1","Strategy Use",4,"FGV3524","Reappraisal","20","55",3,32,36,0,9,2,13,7,5,15,12,3,5,"No",NA,"58","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1920,1080,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.508,0.2037645700312,4,"","",1.876,11.439,12.21,52.567,114.361,33.782,"70",5,2,11.678,4.327,4.276,"$50,001 - $75,000",1204
"625","sub-154","2023-10-18","21:30:58","21:57:31","Strategy Use",1,"HIU8424","Distraction","7","81",8,25,119,17,20,15,24,26,17,28,18,10,0,"No",NA,"57","Female","Female","White or Caucasian","Divorced","15","Some college",FALSE,1549,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.458,0.344920280644673,4,"","",12.036,10.556,15.557,67.299,119.906,53.281,"23",3,4,44.849,12.887,11.218,"$15,001 - $25,000",1593
"626","sub-154","2023-10-18","21:30:58","21:57:31","Strategy Use",2,"FGV3524","Reappraisal","57","68",8,25,119,17,20,15,24,26,17,28,18,10,0,"No",NA,"57","Female","Female","White or Caucasian","Divorced","15","Some college",FALSE,1549,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.458,0.344920280644673,4,"","",6.711,17.383,16.244,67.299,119.906,53.281,"63",3,4,27.543,21.991,6.743,"$15,001 - $25,000",1593
"627","sub-154","2023-10-18","21:30:58","21:57:31","Strategy Use",3,"CNL1892","Reappraisal","43","82",8,25,119,17,20,15,24,26,17,28,18,10,0,"No",NA,"57","Female","Female","White or Caucasian","Divorced","15","Some college",FALSE,1549,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.458,0.344920280644673,4,"","",6.815,9.299,8.201,67.299,119.906,53.281,"40",2,3,10.378,6.061,17.343,"$15,001 - $25,000",1593
"628","sub-154","2023-10-18","21:30:58","21:57:31","Strategy Use",4,"ARF1665","Reappraisal","63","90",8,25,119,17,20,15,24,26,17,28,18,10,0,"No",NA,"57","Female","Female","White or Caucasian","Divorced","15","Some college",FALSE,1549,NA,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.458,0.344920280644673,4,"","",3.872,8.129,6.871,67.299,119.906,53.281,"18",2,5,18.564,6.407,3.844,"$15,001 - $25,000",1593
"629","sub-155","2023-10-18","21:32:14","21:57:43","Strategy Use",1,"ARF1665","Reappraisal","40","50",18,29,61,0,11,7,21,11,11,15,13,2,2,"No",NA,"20","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1680,1050,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.306,0.327917672594814,4,"","",4.049,9.174,14.005,91.7,162.214,69.795,"80",1,5,19.182,16.746,4.021," $100,001 - $150,000",1529
"630","sub-155","2023-10-18","21:32:14","21:57:43","Strategy Use",2,"HIU8424","Neither","50","32",18,29,61,0,11,7,21,11,11,15,13,2,2,"No",NA,"20","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1680,1050,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.306,0.327917672594814,4,"","",7.83,5.535,7.032,91.7,162.214,69.795,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1529
"631","sub-155","2023-10-18","21:32:14","21:57:43","Strategy Use",3,"CNL1892","Neither","35","32",18,29,61,0,11,7,21,11,11,15,13,2,2,"No",NA,"20","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1680,1050,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.306,0.327917672594814,4,"","",6.015,4.411,8.432,91.7,162.214,69.795,NA,NA,NA,NA,NA,NA," $100,001 - $150,000",1529
"632","sub-155","2023-10-18","21:32:14","21:57:43","Strategy Use",4,"FGV3524","Reappraisal","40","46",18,29,61,0,11,7,21,11,11,15,13,2,2,"No",NA,"20","Male","Male","White or Caucasian","Single","15","Some college",FALSE,1680,1050,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,60.306,0.327917672594814,4,"","",2.629,13.266,6.917,91.7,162.214,69.795,"30",1,4,8.249,3.724,3.151," $100,001 - $150,000",1529
"633","sub-156","2023-10-18","21:42:21","22:3:41","Strategy Forecast",1,"ARF1665","Distraction","11","71",20,27,77,11,12,10,22,11,11,21,14,7,1,"No",NA,"35","Male","Male","Asian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.798,0.718971487612688,4,"","",7.579,7.021,7.671,14.516,63.506,47.917,"42",0,2,3.75,5.777,3.022,"Over $150,000",1280
"634","sub-156","2023-10-18","21:42:21","22:3:41","Strategy Forecast",2,"CNL1892","Reappraisal","21","62",20,27,77,11,12,10,22,11,11,21,14,7,1,"No",NA,"35","Male","Male","Asian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.798,0.718971487612688,4,"","",1.42,3.639,173.768,14.516,63.506,47.917,"49",0,1,2.046,3.968,2.746,"Over $150,000",1280
"635","sub-156","2023-10-18","21:42:21","22:3:41","Strategy Forecast",3,"FGV3524","Distraction","29","44",20,27,77,11,12,10,22,11,11,21,14,7,1,"No",NA,"35","Male","Male","Asian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.798,0.718971487612688,4,"","",2.191,6.177,137.821,14.516,63.506,47.917,"40",1,1,6.184,1.792,1.262,"Over $150,000",1280
"636","sub-156","2023-10-18","21:42:21","22:3:41","Strategy Forecast",4,"HIU8424","Distraction","37","47",20,27,77,11,12,10,22,11,11,21,14,7,1,"No",NA,"35","Male","Male","Asian","Married","16","Undergradaute degree (BA, BS, etc.)",FALSE,1920,NA,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.798,0.718971487612688,4,"","",2.92,4.818,47.052,14.516,63.506,47.917,"24",0,NA,59.069,1.81,0.447,"Over $150,000",1280
"637","sub-157","2023-10-18","21:46:36","22:6:3","Strategy Forecast",1,"CNL1892","Reappraisal","60","20",9,11,93,3,17,14,27,19,13,26,12,14,0,"Yes","FGV3524","28","Male","Male","Asian Hispanic or Latino","Single","15","Some college",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,146.646,1.76839757973143,4,"","",27.476,12.05,8.67,34.718,130.359,32.584,"70",3,4,15.339,16.215,8.26,"$75,001 - $100,000",1167
"638","sub-157","2023-10-18","21:46:36","22:6:3","Strategy Forecast",2,"HIU8424","Distraction","40","20",9,11,93,3,17,14,27,19,13,26,12,14,0,"Yes","FGV3524","28","Male","Male","Asian Hispanic or Latino","Single","15","Some college",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,146.646,1.76839757973143,4,"","",5.764,9.905,12.981,34.718,130.359,32.584,"20",4,4,9.942,7.749,5.742,"$75,001 - $100,000",1167
"640","sub-157","2023-10-18","21:46:36","22:6:3","Strategy Forecast",4,"ARF1665","Reappraisal","25","22",9,11,93,3,17,14,27,19,13,26,12,14,0,"Yes","FGV3524","28","Male","Male","Asian Hispanic or Latino","Single","15","Some college",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,146.646,1.76839757973143,4,"","",11.584,15.646,6.521,34.718,130.359,32.584,"52",2,5,19.9,4.408,3.944,"$75,001 - $100,000",1167
"641","sub-158","2023-10-18","21:48:10","22:7:6","Strategy Use",1,"FGV3524","Reappraisal","8","25",5,27,52,5,12,5,15,7,8,21,14,7,1,"No",NA,"34","Male","Male","White or Caucasian","Single","21","Graduate degree (MA, MS, PhD, etc.)",FALSE,2560,1440,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,145.042,0.642938566272082,4,"","",8.656,5.681,10.917,73.658,104.685,34.838,"61",1,4,7.778,7.878,6.674," $100,001 - $150,000",1136
