"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"2654","A-093","Immediate Post-Exposure","A15","2.228","5.747","15.024","3","pommel","power",0
"2655","A-091","Immediate Post-Exposure","B01","0.974","8.323","12.806","3","watch","watch",1
"2656","A-091","Immediate Post-Exposure","B02","1.172","7.523","10.562","4","BILL","bill",1
"2657","A-091","Immediate Post-Exposure","B03","0.489","9.825","12.47","4","sugar","sugar",1
"2658","A-091","Immediate Post-Exposure","B04","1.263","14.692","15.019","4","NO ANSWER","bank",0
"2659","A-091","Immediate Post-Exposure","B05","1.889","1.889","15.117","1","NO ANSWER","space",0
"2660","A-091","Immediate Post-Exposure","B06","1.107","5.947","9.168","5","Bowl","bowl",1
"2661","A-091","Immediate Post-Exposure","B07","3.471","11.859","14.18","3","ball","ball",1
"2662","A-091","Immediate Post-Exposure","B08","1.095","8.767","11.098","5","gas","gas",1
"2663","A-091","Immediate Post-Exposure","B09","0.987","9.551","12.247","2","plate","dog",0
"2664","A-091","Immediate Post-Exposure","B10","1.051","14.379","15.116","4","NO ANSWER","air",0
"2665","A-091","Immediate Post-Exposure","B11","1.795","13.353","15.118","3","NO ANSWER","check",0
"2666","A-091","Immediate Post-Exposure","B12","2.214","12.978","15.013","3","pOST","post",1
"2667","A-091","Immediate Post-Exposure","B13","1.184","13.322","15.015","4","steam","steam",1
"2668","A-091","Immediate Post-Exposure","B14","0.006","2.374","15.117","4","NO ANSWER","jelly",0
"2669","A-091","Immediate Post-Exposure","B15","1.173","14.761","15.008","3","NO ANSWER","broad",0
"2670","A-065","One Week Post-Exposure","A01","4.296","7.33","15.015","4","NO ANSWER","boat",0
"2671","A-065","One Week Post-Exposure","A02","3.393","4.295","6.755","2","Drop","honey",0
"2672","A-065","One Week Post-Exposure","A03","1.221","2.222","5.21","3","Pin","pin",1
"2673","A-065","One Week Post-Exposure","A04","1.043","2.31","4.965","3","Blue","blue",1
"2674","A-065","One Week Post-Exposure","A05","0.758","5.341","15.01","3","NO ANSWER","soap",0
"2675","A-065","One Week Post-Exposure","A06","4.084","10.483","15.014","3","NO ANSWER","fast",0
"2676","A-065","One Week Post-Exposure","A07","6.924","11.344","15.008","5","NO ANSWER","copy",0
"2677","A-065","One Week Post-Exposure","A08","0.584","3.181","15.01","3","NO ANSWER","saw",0
"2678","A-065","One Week Post-Exposure","A09","0.069","4.454","15.01","3","NO ANSWER","top",0
"2679","A-065","One Week Post-Exposure","A10","11.554","13.255","15.115","3","Pack","pack",1
"2680","A-065","One Week Post-Exposure","A11","0","0","15.009","0","NO ANSWER","under",0
"2681","A-065","One Week Post-Exposure","A12","0.699","10.084","10.561","6","Chip","sweet",0
"2682","A-065","One Week Post-Exposure","A13","0.556","14.255","14.598","5","Firm","suit",0
"2683","A-065","One Week Post-Exposure","A14","0.96","3.828","15.012","4","NO ANSWER","battle",0
"2684","A-065","One Week Post-Exposure","A15","1.055","3.354","6.239","3","Power","power",1
"2685","A-061","One Week Post-Exposure","C01","11.147","11.147","15.119","1","NO ANSWER","sore",0
"2686","A-061","One Week Post-Exposure","C02","1.457","1.457","7.358","1","ferris","chair",0
"2687","A-061","One Week Post-Exposure","C03","8.923","8.923","13.258","1","sleep","day",0
"2688","A-061","One Week Post-Exposure","C04","2.965","2.965","9.297","1","food","pot",0
"2689","A-061","One Week Post-Exposure","C05","1.685","1.685","10.434","1","bar","blind",0
"2690","A-061","One Week Post-Exposure","C06","5.757","5.757","10.35","1","candle","candle",1
"2691","A-061","One Week Post-Exposure","C07","2.725","2.725","6.615","1","car","cart",0
"2692","A-061","One Week Post-Exposure","C08","1.741","1.741","4.65","1","camp","camp",1
"2693","A-061","One Week Post-Exposure","C09","7.488","7.488","15.009","1","song","station",0
"2694","A-061","One Week Post-Exposure","C10","3.412","3.412","7.535","1","exam","mark",0
"2695","A-061","One Week Post-Exposure","C11","3.01","3.01","6.999","1","sea","gate",0
"2696","A-061","One Week Post-Exposure","C12","2.281","2.281","12.703","1","vacation","field",0
"2697","A-061","One Week Post-Exposure","C13","2.724","2.724","10.456","1","chain","tow",0
"2698","A-061","One Week Post-Exposure","C14","1.966","1.966","8.659","1","dinner","salad",0
"2699","A-061","One Week Post-Exposure","C15","1.962","1.962","6.069","1","dog","lip",0
"2700","A-063","One Week Post-Exposure","B01","0.838","0.838","11.544","1","watch","watch",1
"2701","A-063","One Week Post-Exposure","B02","0.997","0.997","7.953","1","Paper","bill",0
"2702","A-063","One Week Post-Exposure","B03","1.281","1.281","13.777","1","Old","sugar",0
"2703","A-063","One Week Post-Exposure","B04","1.553","2.123","12.238","2","Bed","bank",0
"2704","A-063","One Week Post-Exposure","B05","1.316","1.316","11.703","1","Pod","space",0
"2705","A-063","One Week Post-Exposure","B06","0.925","0.925","8.591","1","Box","bowl",0
"2706","A-063","One Week Post-Exposure","B07","0.903","0.903","15.112","1","NO ANSWER","ball",0
"2707","A-063","One Week Post-Exposure","B08","1.066","4.676","5.03","2","Covering","gas",0
"2708","A-063","One Week Post-Exposure","B09","6.272","6.272","15.008","1","NO ANSWER","dog",0
"2709","A-063","One Week Post-Exposure","B10","0.89","0.89","12.235","1","Train","air",0
"2710","A-063","One Week Post-Exposure","B11","0.965","14.596","15.108","2","NO ANSWER","check",0
"2711","A-063","One Week Post-Exposure","B12","0.932","0.932","11.228","1","Mastercard","post",0
"2712","A-063","One Week Post-Exposure","B13","1.566","1.566","11.141","1","Dirt","steam",0
"2713","A-063","One Week Post-Exposure","B14","0.855","0.855","10.629","1","Jelly","jelly",1
"2714","A-063","One Week Post-Exposure","B15","0.952","0.952","13.567","1","move","broad",0
"2715","A-052","One Week Post-Exposure","C01","2.717","2.717","15.009","1","NO ANSWER","sore",0
"2716","A-052","One Week Post-Exposure","C02","3.272","3.272","9.43","1","chair","chair",1
"2717","A-052","One Week Post-Exposure","C03","3.393","3.393","15.11","1","NO ANSWER","day",0
"2718","A-052","One Week Post-Exposure","C04","3.7","3.7","15.007","1","pot","pot",1
"2719","A-052","One Week Post-Exposure","C05","1.979","1.979","15.009","1","NO ANSWER","blind",0
"2720","A-052","One Week Post-Exposure","C06","2.478","2.478","15.006","1","candle","candle",1
"2721","A-052","One Week Post-Exposure","C07","2.082","2.082","15.007","1","NO ANSWER","cart",0
"2722","A-052","One Week Post-Exposure","C08","1.771","1.771","8.209","1","hiking","camp",0
"2723","A-052","One Week Post-Exposure","C09","2.167","2.167","15.111","1","NO ANSWER","station",0
"2724","A-052","One Week Post-Exposure","C10","1.952","1.952","5.319","1","mark","mark",1
"2725","A-052","One Week Post-Exposure","C11","2.301","2.301","16.229","1","NO ANSWER","gate",0
"2726","A-052","One Week Post-Exposure","C12","2.606","2.606","7.914","1","vacation","field",0
"2727","A-052","One Week Post-Exposure","C13","8.664","8.664","12.957","1","ford","tow",0
"2728","A-052","One Week Post-Exposure","C14","7.038","7.038","15.01","1","f","salad",0
"2729","A-052","One Week Post-Exposure","C15","2.213","2.213","7.636","1","blind","lip",0
"2730","A-062","One Week Post-Exposure","A01","5.369","5.369","10.711","1","boat","boat",1
"2731","A-062","One Week Post-Exposure","A02","2.004","2.004","3.939","1","honey","honey",1
"2732","A-062","One Week Post-Exposure","A03","1.875","1.875","3.85","1","pin","pin",1
"2733","A-062","One Week Post-Exposure","A04","5.226","5.226","10.95","1","blue","blue",1
"2734","A-062","One Week Post-Exposure","A05","7.168","7.168","15.007","1","singer","soap",0
"2735","A-062","One Week Post-Exposure","A06","4.626","4.626","6.73","1","fast","fast",1
"2736","A-062","One Week Post-Exposure","A07","5.936","5.936","12.875","1","footprint","copy",0
"2737","A-062","One Week Post-Exposure","A08","2.877","2.877","8.622","1","saw","saw",1
"2738","A-062","One Week Post-Exposure","A09","8.964","8.964","11.438","1","top","top",1
"2739","A-062","One Week Post-Exposure","A10","5.361","5.361","7.886","1","pack","pack",1
"2740","A-062","One Week Post-Exposure","A11","10.725","10.725","15.108","1","NO ANSWER","under",0
"2741","A-062","One Week Post-Exposure","A12","3.244","3.244","14.514","1","ache","sweet",0
"2742","A-062","One Week Post-Exposure","A13","10.753","10.753","15.005","1","NO ANSWER","suit",0
"2743","A-062","One Week Post-Exposure","A14","3.735","3.735","15.007","1","baby","battle",0
"2744","A-062","One Week Post-Exposure","A15","10.053","10.053","15.105","1","NO ANSWER","power",0
"2745","A-051","One Week Post-Exposure","B01","0","0","15.128","0","NO ANSWER","watch",0
"2746","A-051","One Week Post-Exposure","B02","4.252","4.252","7.633","1","Bill","bill",1
"2747","A-051","One Week Post-Exposure","B03","2.888","2.888","11.049","1","Sugar","sugar",1
"2748","A-051","One Week Post-Exposure","B04","1.703","1.703","15.112","1","Book","bank",0
"2749","A-051","One Week Post-Exposure","B05","6.688","6.688","15.117","1","NO ANSWER","space",0
"2750","A-051","One Week Post-Exposure","B06","1.871","1.871","15.018","1","NO ANSWER","bowl",0
"2751","A-051","One Week Post-Exposure","B07","0","0","15.015","0","NO ANSWER","ball",0
"2752","A-051","One Week Post-Exposure","B08","0","0","15.118","0","NO ANSWER","gas",0
"2753","A-051","One Week Post-Exposure","B09","12.545","12.545","15.009","1","Mitt","dog",0
"2754","A-051","One Week Post-Exposure","B10","9.607","9.607","15.021","1","NO ANSWER","air",0
"2755","A-051","One Week Post-Exposure","B11","0","0","15.012","0","NO ANSWER","check",0
"2756","A-051","One Week Post-Exposure","B12","0","0","15.011","0","NO ANSWER","post",0
"2757","A-051","One Week Post-Exposure","B13","2.192","2.192","15.115","1","NO ANSWER","steam",0
"2758","A-051","One Week Post-Exposure","B14","12.324","12.324","15.023","1","NO ANSWER","jelly",0
"2759","A-051","One Week Post-Exposure","B15","2.496","3.492","14.049","2","Down","broad",0
"2760","A-059","One Week Post-Exposure","A01","3.007","3.007","6.63","1","Reality","boat",0
"2761","A-059","One Week Post-Exposure","A02","1.752","1.752","4.775","1","Honey","honey",1
"2762","A-059","One Week Post-Exposure","A03","2.28","2.28","5.058","1","Pin","pin",1
"2763","A-059","One Week Post-Exposure","A04","5.03","5.03","8.775","1","Black","blue",0
"2764","A-059","One Week Post-Exposure","A05","3.322","3.322","5.226","1","Soap","soap",1
"2765","A-059","One Week Post-Exposure","A06","6.562","6.562","15.107","1","Lunch","fast",0
"2766","A-059","One Week Post-Exposure","A07","6.613","6.613","15.11","1","NO ANSWER","copy",0
"2767","A-059","One Week Post-Exposure","A08","0","0","15.006","0","NO ANSWER","saw",0
"2768","A-059","One Week Post-Exposure","A09","0","0","15.006","0","NO ANSWER","top",0
"2769","A-059","One Week Post-Exposure","A10","8.142","8.142","15.006","1","NO ANSWER","pack",0
"2770","A-059","One Week Post-Exposure","A11","0","0","15.011","0","NO ANSWER","under",0
"2771","A-059","One Week Post-Exposure","A12","8.457","8.457","15.008","1","Ache","sweet",0
"2772","A-059","One Week Post-Exposure","A13","10.862","10.862","13.281","1","Suit","suit",1
"2773","A-059","One Week Post-Exposure","A14","0","0","15.108","0","NO ANSWER","battle",0
"2774","A-059","One Week Post-Exposure","A15","0","0","15.014","0","NO ANSWER","power",0
"2775","A-056","One Week Post-Exposure","A01","1.741","1.741","15.007","1","NO ANSWER","boat",0
"2776","A-056","One Week Post-Exposure","A02","1.744","1.744","5.434","1","honey","honey",1
"2777","A-056","One Week Post-Exposure","A03","2.604","2.604","9.025","1","pin","pin",1
"2778","A-056","One Week Post-Exposure","A04","1.681","1.681","4.975","1","blue","blue",1
"2779","A-056","One Week Post-Exposure","A05","1.863","1.863","14.692","1","towel","soap",0
"2780","A-056","One Week Post-Exposure","A06","1.593","1.593","3.508","1","fast","fast",1
"2781","A-056","One Week Post-Exposure","A07","1.989","1.989","15.007","1","NO ANSWER","copy",0
"2782","A-056","One Week Post-Exposure","A08","1.895","1.895","7.95","1","brush","saw",0
"2783","A-056","One Week Post-Exposure","A09","2.041","2.041","15.05","1","gas","top",0
"2784","A-056","One Week Post-Exposure","A10","2.041","2.041","14.711","1","bend","pack",0
"2785","A-056","One Week Post-Exposure","A11","2.105","2.105","5.741","1","face","under",0
"2786","A-056","One Week Post-Exposure","A12","2.185","2.185","5.579","1","sweet","sweet",1
"2787","A-056","One Week Post-Exposure","A13","1.831","1.831","7.687","1","land","suit",0
"2788","A-056","One Week Post-Exposure","A14","1.509","1.509","13.336","1","baby","battle",0
"2789","A-056","One Week Post-Exposure","A15","1.613","1.613","8.288","1","sea","power",0
"2790","A-057","One Week Post-Exposure","B01","3.25","3.25","5.245","1","light","watch",0
"2791","A-057","One Week Post-Exposure","B02","2.692","2.692","4.684","1","bill","bill",1
"2792","A-057","One Week Post-Exposure","B03","3.592","3.592","5.467","1","sugar","sugar",1
"2793","A-057","One Week Post-Exposure","B04","9.379","9.379","15.006","1","NO ANSWER","bank",0
"2794","A-057","One Week Post-Exposure","B05","2.369","2.369","15.007","1","NO ANSWER","space",0
"2795","A-057","One Week Post-Exposure","B06","2.655","2.655","15.107","1","NO ANSWER","bowl",0
"2796","A-057","One Week Post-Exposure","B07","4.269","4.269","10.116","1","ball","ball",1
"2797","A-057","One Week Post-Exposure","B08","2.734","2.734","6.297","1","gas","gas",1
"2798","A-057","One Week Post-Exposure","B09","4.904","4.904","15.007","1","NO ANSWER","dog",0
"2799","A-057","One Week Post-Exposure","B10","4.508","4.508","15.008","1","NO ANSWER","air",0
"2800","A-057","One Week Post-Exposure","B11","6.003","6.003","15.11","1","NO ANSWER","check",0
"2801","A-057","One Week Post-Exposure","B12","14.111","14.111","15.008","1","pcik","post",0
"2802","A-057","One Week Post-Exposure","B13","4.792","4.792","15.108","1","NO ANSWER","steam",0
"2803","A-057","One Week Post-Exposure","B14","5.895","5.895","15.007","1","NO ANSWER","jelly",0
"2804","A-057","One Week Post-Exposure","B15","8.607","8.607","15.007","1","NO ANSWER","broad",0
"2805","A-098","Pre-Exposure","B01","1.337","5.737","6.444","3","light","watch",0
"2806","A-098","Pre-Exposure","B02","1.554","5.562","9.071","4","bill","bill",1
"2807","A-098","Pre-Exposure","B03","1.64","7.247","7.864","3","suger","sugar",0
"2808","A-098","Pre-Exposure","B04","1.177","8.541","9.017","3","bank","bank",1
"2809","A-098","Pre-Exposure","B05","1.467","9.63","10.146","3","pill","space",0
"2810","A-098","Pre-Exposure","B06","1.003","8.733","9.209","6","flake","bowl",0
"2811","A-098","Pre-Exposure","B07","1.179","14.317","14.823","5","flake","ball",0
"2812","A-098","Pre-Exposure","B08","1.135","12.442","12.931","3","cage","gas",0
"2813","A-098","Pre-Exposure","B09","1.157","10.295","11.108","4","mit","dog",0
"2814","A-098","Pre-Exposure","B10","1.41","12.23","12.736","6","man","air",0
"2815","A-098","Pre-Exposure","B11","1.153","6.877","13.57","5","soul","check",0
"2816","A-098","Pre-Exposure","B12","1.105","5.843","15.022","3","white","post",0
"2817","A-098","Pre-Exposure","B13","1.827","6.163","13.34","4","car","steam",0
"2818","A-098","Pre-Exposure","B14","1.277","10.175","10.642","4","tank","jelly",0
"2819","A-098","Pre-Exposure","B15","1.124","6.476","15.118","5","NO ANSWER","broad",0
"2820","A-097","Pre-Exposure","A01","2.158","6.17","6.592","3","time","boat",0
"2821","A-097","Pre-Exposure","A02","1.674","4.759","5.17","3","honey","honey",1
"2822","A-097","Pre-Exposure","A03","1.468","2.366","15.116","2","NO ANSWER","pin",0
"2823","A-097","Pre-Exposure","A04","1.522","6.422","13.834","2","blue","blue",1
"2824","A-097","Pre-Exposure","A05","1.993","13.016","15.015","4","s","soap",0
"2825","A-097","Pre-Exposure","A06","1.452","2.806","5.247","3","fast","fast",1
"2826","A-097","Pre-Exposure","A07","1.439","1.439","15.017","1","NO ANSWER","copy",0
"2827","A-097","Pre-Exposure","A08","1.85","1.85","15.015","1","NO ANSWER","saw",0
"2828","A-097","Pre-Exposure","A09","1.205","5.509","15.119","4","NO ANSWER","top",0
"2829","A-097","Pre-Exposure","A10","1.995","14.663","15.026","3","pack","pack",1
"2830","A-097","Pre-Exposure","A11","1.48","6.281","8.704","3","under","under",1
"2831","A-097","Pre-Exposure","A12","1.641","1.641","15.117","1","NO ANSWER","sweet",0
"2832","A-097","Pre-Exposure","A13","1.978","1.978","15.014","1","NO ANSWER","suit",0
"2833","A-097","Pre-Exposure","A14","2.294","8.807","15.014","3","NO ANSWER","battle",0
"2834","A-097","Pre-Exposure","A15","1.067","1.067","15.014","1","NO ANSWER","power",0
"2835","A-096","Pre-Exposure","C01","8.959","10.23","15.036","2","NO ANSWER","sore",0
"2836","A-096","Pre-Exposure","C02","4.603","4.603","9.245","1","ferris wheel","chair",0
"2837","A-096","Pre-Exposure","C03","3.111","8.616","15.05","3","s","day",0
"2838","A-096","Pre-Exposure","C04","3.082","3.577","15.04","2","thanksginving","pot",0
"2839","A-096","Pre-Exposure","C05","0.888","2.522","11.215","2","game","blind",0
"2840","A-096","Pre-Exposure","C06","1.669","1.669","4.719","1","cake","candle",0
"2841","A-096","Pre-Exposure","C07","2.444","2.444","12.826","1","mall","cart",0
"2842","A-096","Pre-Exposure","C08","8.008","8.008","15.144","1","NO ANSWER","camp",0
"2843","A-096","Pre-Exposure","C09","5.444","5.444","15.021","1","NO ANSWER","station",0
"2844","A-096","Pre-Exposure","C10","3.811","6.35","7.146","2","answer","mark",0
"2845","A-096","Pre-Exposure","C11","7.475","7.475","12.283","1","water hose","gate",0
"2846","A-096","Pre-Exposure","C12","7.175","8.595","12.404","2","NO ANSWER","field",0
"2847","A-096","Pre-Exposure","C13","3.814","3.814","11.715","1","pckup truck","tow",0
"2848","A-096","Pre-Exposure","C14","1.359","5.259","9.554","2","sandwich","salad",0
"2849","A-096","Pre-Exposure","C15","4.291","4.291","9.211","1","library","lip",0
"2850","A-100","Pre-Exposure","A01","2.94","2.94","15.232","1","NO ANSWER","boat",0
"2851","A-100","Pre-Exposure","A02","1.998","1.998","8.209","1","honey","honey",1
"2852","A-100","Pre-Exposure","A03","2.369","8.055","15.1","3","NO ANSWER","pin",0
"2853","A-100","Pre-Exposure","A04","4.298","4.298","15.139","1","NO ANSWER","blue",0
"2854","A-100","Pre-Exposure","A05","1.919","1.919","9.802","1","soap","soap",1
"2855","A-100","Pre-Exposure","A06","1.652","1.652","15.138","1","fast","fast",1
"2856","A-100","Pre-Exposure","A07","1.365","1.365","15.036","1","NO ANSWER","copy",0
"2857","A-100","Pre-Exposure","A08","1.434","3.99","5.778","2","NO ANSWER","saw",0
"2858","A-100","Pre-Exposure","A09","4.572","4.572","15.033","1","NO ANSWER","top",0
"2859","A-100","Pre-Exposure","A10","8.267","8.267","15.027","1","NO ANSWER","pack",0
"2860","A-100","Pre-Exposure","A11","1.179","1.179","15.047","1","NO ANSWER","under",0
"2861","A-100","Pre-Exposure","A12","1.726","1.726","15.043","1","NO ANSWER","sweet",0
"2862","A-100","Pre-Exposure","A13","1.382","1.382","15.045","1","NO ANSWER","suit",0
"2863","A-100","Pre-Exposure","A14","1.22","6.583","15.142","3","water","battle",0
"2864","A-100","Pre-Exposure","A15","1.589","4.945","15.078","3","NO ANSWER","power",0
"2865","A-101","Pre-Exposure","B01","1.066","2.105","4.062","2","watch","watch",1
"2866","A-101","Pre-Exposure","B02","0.921","1.525","5.079","2","bill","bill",1
"2867","A-101","Pre-Exposure","B03","0.865","0.865","4.791","1","candy","sugar",0
"2868","A-101","Pre-Exposure","B04","1.01","9.375","15.019","2","floe","bank",0
"2869","A-101","Pre-Exposure","B05","1.151","3.42","5.419","2","space","space",1
"2870","A-101","Pre-Exposure","B06","0.892","8.252","8.701","3","milk","bowl",0
"2871","A-101","Pre-Exposure","B07","0.873","5.218","7.757","2","snowman","ball",0
"2872","A-101","Pre-Exposure","B08","0.851","3.774","5.814","2","gas","gas",1
"2873","A-101","Pre-Exposure","B09","0.102","5.315","11.153","3","dog","dog",1
"2874","A-101","Pre-Exposure","B10","0.882","5.621","9.869","2","man","air",0
"2875","A-101","Pre-Exposure","B11","1.062","3.2","12.028","2","friend","check",0
"2876","A-101","Pre-Exposure","B12","1.514","5.949","15.012","4","NO ANSWER","post",0
"2877","A-101","Pre-Exposure","B13","0.955","4.835","6.861","3","fire","steam",0
"2878","A-101","Pre-Exposure","B14","0.022","3.225","5.446","3","sushi","jelly",0
"2879","A-101","Pre-Exposure","B15","0.838","6","8.008","2","rope","broad",0
"2880","A-105","Pre-Exposure","C01","1.734","4.335","6.583","3","on","sore",0
"2881","A-105","Pre-Exposure","C02","1.945","3.256","7.781","2","chair","chair",1
"2882","A-105","Pre-Exposure","C03","0.95","5.91","15.014","5","time","day",0
"2883","A-105","Pre-Exposure","C04","1.824","5.878","14.097","4","button","pot",0
"2884","A-105","Pre-Exposure","C05","1.189","3.599","15.013","3","up","blind",0
"2885","A-105","Pre-Exposure","C06","2.729","5.816","8.56","3","candle","candle",1
"2886","A-105","Pre-Exposure","C07","0.944","4.23","5.791","3","bag","cart",0
"2887","A-105","Pre-Exposure","C08","1.527","4.441","4.82","3","camp","camp",1
"2888","A-105","Pre-Exposure","C09","1.073","10.449","15.012","5","wheel","station",0
"2889","A-105","Pre-Exposure","C10","1.036","2.65","6.527","4","mark","mark",1
"2890","A-105","Pre-Exposure","C11","2.982","13.012","15.117","4","major","gate",0
"2891","A-105","Pre-Exposure","C12","1.115","4.493","15.112","3","home","field",0
"2892","A-105","Pre-Exposure","C13","1.2","6.568","15.116","4","r","tow",0
"2893","A-105","Pre-Exposure","C14","0.852","4.562","6.364","4","fish","salad",0
"2894","A-105","Pre-Exposure","C15","1.135","3.284","15.016","3","shift","lip",0
"2895","A-104","Pre-Exposure","B01","1.918","3.013","5.737","2","scary","watch",0
"2896","A-104","Pre-Exposure","B02","5.298","5.298","8.386","1","bill","bill",1
"2897","A-104","Pre-Exposure","B03","1.712","2.918","9.47","2","candy","sugar",0
"2898","A-104","Pre-Exposure","B04","1.895","2.513","6.492","2","water","bank",0
"2899","A-104","Pre-Exposure","B05","10.312","10.312","15.214","1","j","space",0
"2900","A-104","Pre-Exposure","B06","0.835","4.3","8.597","2","orange","bowl",0
"2901","A-104","Pre-Exposure","B07","5.288","6.927","11.684","2","white","ball",0
"2902","A-104","Pre-Exposure","B08","5.377","5.377","9.655","1","scary","gas",0
"2903","A-104","Pre-Exposure","B09","2.377","2.377","7.227","1","dog","dog",1
"2904","A-104","Pre-Exposure","B10","3.044","3.044","11.085","1","box","air",0
"2905","A-104","Pre-Exposure","B11","2.317","3.116","7.265","2","friend","check",0
"2906","A-104","Pre-Exposure","B12","2.811","5.409","12.53","2","credit","post",0
"2907","A-104","Pre-Exposure","B13","2.065","2.704","6.431","2","gear","steam",0
"2908","A-104","Pre-Exposure","B14","1.16","1.16","9.171","1","brown","jelly",0
"2909","A-104","Pre-Exposure","B15","6.745","7.202","10.441","2","hurt","broad",0
"2910","A-102","Pre-Exposure","C01","0","0","15.036","0","NO ANSWER","sore",0
"2911","A-102","Pre-Exposure","C02","2.942","2.942","15.148","1","chair","chair",1
"2912","A-102","Pre-Exposure","C03","0","0","15.21","0","NO ANSWER","day",0
"2913","A-102","Pre-Exposure","C04","0","0","15.036","0","NO ANSWER","pot",0
"2914","A-102","Pre-Exposure","C05","10.148","10.148","15.136","1","blind","blind",1
"2915","A-102","Pre-Exposure","C06","0","0","15.057","0","NO ANSWER","candle",0
"2916","A-102","Pre-Exposure","C07","9.299","9.299","15.053","1","cart","cart",1
"2917","A-102","Pre-Exposure","C08","0","0","15.148","0","NO ANSWER","camp",0
"2918","A-102","Pre-Exposure","C09","10.529","10.529","15.03","1","head","station",0
"2919","A-102","Pre-Exposure","C10","0","0","15.021","0","NO ANSWER","mark",0
"2920","A-102","Pre-Exposure","C11","0","0","15.052","0","NO ANSWER","gate",0
"2921","A-102","Pre-Exposure","C12","0","0","15.051","0","NO ANSWER","field",0
"2922","A-102","Pre-Exposure","C13","6.806","6.806","15.037","1","tow","tow",1
"2923","A-102","Pre-Exposure","C14","5.469","5.469","15.131","1","NO ANSWER","salad",0
"2924","A-102","Pre-Exposure","C15","0","0","15.179","0","NO ANSWER","lip",0
"2925","A-103","Pre-Exposure","A01","3.707","12.83","14.869","5","Play","boat",0
"2926","A-103","Pre-Exposure","A02","0.243","7.593","7.89","5","Honey","honey",1
"2927","A-103","Pre-Exposure","A03","0.702","14.831","15.012","8","NO ANSWER","pin",0
"2928","A-103","Pre-Exposure","A04","0.029","8.772","11.559","5","stamp","blue",0
"2929","A-103","Pre-Exposure","A05","0","0","0","0","NO ANSWER","soap",0
"2930","A-103","Pre-Exposure","A06","0.924","8.638","10.798","4","lunch","fast",0
"2931","A-103","Pre-Exposure","A07","1.144","9.342","15.116","8","NO ANSWER","copy",0
"2932","A-103","Pre-Exposure","A08","1.266","10.602","10.935","7","Wood","saw",0
"2933","A-103","Pre-Exposure","A09","1.81","8.598","13.537","5","treasure","top",0
"2934","A-103","Pre-Exposure","A10","2.448","4.343","10.053","2","spine","pack",0
"2935","A-103","Pre-Exposure","A11","0.871","3.624","5.624","4","cast","under",0
"2936","A-103","Pre-Exposure","A12","1.246","6.741","15.012","4","s","sweet",0
"2937","A-103","Pre-Exposure","A13","1.008","13.371","15.116","5","NO ANSWER","suit",0
"2938","A-103","Pre-Exposure","A14","0.692","10.745","15.121","6","Way","battle",0
"2939","A-103","Pre-Exposure","A15","1.068","2.247","15.017","2","NO ANSWER","power",0
"2940","A-097","Immediate Post-Exposure","B01","0.906","8.821","9.16","4","watch","watch",1
"2941","A-097","Immediate Post-Exposure","B02","1.423","13.008","15.031","3","bill","bill",1
"2942","A-097","Immediate Post-Exposure","B03","1.3","2.48","5.469","2","sugar","sugar",1
"2943","A-097","Immediate Post-Exposure","B04","1.081","5.507","7.487","2","book","bank",0
"2944","A-097","Immediate Post-Exposure","B05","1.109","2.158","4.179","3","space","space",1
"2945","A-097","Immediate Post-Exposure","B06","0.974","9.583","11.583","3","bowl","bowl",1
"2946","A-097","Immediate Post-Exposure","B07","1.302","2.148","15.015","2","NO ANSWER","ball",0
"2947","A-097","Immediate Post-Exposure","B08","1.22","6.805","8.981","3","gas","gas",1
"2948","A-097","Immediate Post-Exposure","B09","1.056","7.821","15.017","5","NO ANSWER","dog",0
"2949","A-097","Immediate Post-Exposure","B10","1.255","1.841","15.014","2","NO ANSWER","air",0
"2950","A-097","Immediate Post-Exposure","B11","0.994","9.495","15.019","2","NO ANSWER","check",0
"2951","A-097","Immediate Post-Exposure","B12","1.214","1.889","15.015","2","NO ANSWER","post",0
"2952","A-097","Immediate Post-Exposure","B13","0.987","8.78","11.546","2","snow","steam",0
"2953","A-097","Immediate Post-Exposure","B14","0.977","13.963","15.075","6","NO ANSWER","jelly",0
"2954","A-097","Immediate Post-Exposure","B15","2.084","2.084","15.116","1","NO ANSWER","broad",0
"2955","A-100","Immediate Post-Exposure","B01","1.033","3.907","6.78","3","watch","watch",1
"2956","A-100","Immediate Post-Exposure","B02","0.996","0.996","5.813","1","bill","bill",1
"2957","A-100","Immediate Post-Exposure","B03","2.126","5.083","7.226","3","sugar","sugar",1
"2958","A-100","Immediate Post-Exposure","B04","1.218","1.218","12.42","1","book","bank",0
"2959","A-100","Immediate Post-Exposure","B05","1.214","1.214","12.595","1","space","space",1
"2960","A-100","Immediate Post-Exposure","B06","1.612","4.552","5.466","2","bowl","bowl",1
"2961","A-100","Immediate Post-Exposure","B07","1.152","1.924","6.131","2","ball","ball",1
"2962","A-100","Immediate Post-Exposure","B08","2.265","2.265","5.513","1","gas","gas",1
"2963","A-100","Immediate Post-Exposure","B09","0.964","0.964","8.234","1","fish","dog",0
"2964","A-100","Immediate Post-Exposure","B10","2.084","6.161","11.511","3","air","air",1
"2965","A-100","Immediate Post-Exposure","B11","1.22","4.998","10.488","3","word","check",0
