"","PID","Stage","Section","TimeFirstClick","TimeLastClick","TimeSubmission","TimeClickCount","Recall","RecencyDiscrim","Answer"
"1964","A-094","One Week Post-Exposure","Delirium","0.857","4.051","258.057","2","I remember this section being very colorful and kind of fun. It was not at all scary to me, but rather really fun. I remember putting the classes on and everything looking like it was popping out at me. I remember there being a lot of clowns. There was also a sliding walkway that was fun. This attraction feels like a fun house","2","Get Glasses / Put on Glasses"
"1965","A-094","One Week Post-Exposure","Delirium","0.857","4.051","258.057","2","I remember this section being very colorful and kind of fun. It was not at all scary to me, but rather really fun. I remember putting the classes on and everything looking like it was popping out at me. I remember there being a lot of clowns. There was also a sliding walkway that was fun. This attraction feels like a fun house","3","Large Spiders"
"1966","A-094","One Week Post-Exposure","Delirium","0.857","4.051","258.057","2","I remember this section being very colorful and kind of fun. It was not at all scary to me, but rather really fun. I remember putting the classes on and everything looking like it was popping out at me. I remember there being a lot of clowns. There was also a sliding walkway that was fun. This attraction feels like a fun house","4","Polka Dots"
"1967","A-094","One Week Post-Exposure","Delirium","0.857","4.051","258.057","2","I remember this section being very colorful and kind of fun. It was not at all scary to me, but rather really fun. I remember putting the classes on and everything looking like it was popping out at me. I remember there being a lot of clowns. There was also a sliding walkway that was fun. This attraction feels like a fun house","5","Snake on Ledge"
"1968","A-094","One Week Post-Exposure","MachShop","2.552","219.095","249.614","2","I do not really have any recollection of crypt. I suppose for that reason it wasn’t that scary. I don’t remember this part being particularly dark either which helped with it not being as scary","1","Bus"
"1969","A-094","One Week Post-Exposure","MachShop","2.552","219.095","249.614","2","I do not really have any recollection of crypt. I suppose for that reason it wasn’t that scary. I don’t remember this part being particularly dark either which helped with it not being as scary","2","Loud Box inside of Jail Cell"
"1970","A-094","One Week Post-Exposure","MachShop","2.552","219.095","249.614","2","I do not really have any recollection of crypt. I suppose for that reason it wasn’t that scary. I don’t remember this part being particularly dark either which helped with it not being as scary","3","Character coming Between Jail Cell Grates"
"1971","A-094","One Week Post-Exposure","MachShop","2.552","219.095","249.614","2","I do not really have any recollection of crypt. I suppose for that reason it wasn’t that scary. I don’t remember this part being particularly dark either which helped with it not being as scary","4","Up the Stairs"
"1972","A-094","One Week Post-Exposure","MachShop","2.552","219.095","249.614","2","I do not really have any recollection of crypt. I suppose for that reason it wasn’t that scary. I don’t remember this part being particularly dark either which helped with it not being as scary","5","Down the Stairs"
"1973","A-094","One Week Post-Exposure","Crypt","11.843","265.697","266.806","11","Gruesome scenes and loud noises. This one was scarier to me than the others because of how dark it was. I was harder to predict what was coming next within the attraction. Actors also god a lot closer to me in this attraction","1","Chainsaw"
"1974","A-094","One Week Post-Exposure","Crypt","11.843","265.697","266.806","11","Gruesome scenes and loud noises. This one was scarier to me than the others because of how dark it was. I was harder to predict what was coming next within the attraction. Actors also god a lot closer to me in this attraction","2","Air Gun"
"1975","A-094","One Week Post-Exposure","Crypt","11.843","265.697","266.806","11","Gruesome scenes and loud noises. This one was scarier to me than the others because of how dark it was. I was harder to predict what was coming next within the attraction. Actors also god a lot closer to me in this attraction","3","Table Saw with Hand"
"1976","A-094","One Week Post-Exposure","Crypt","11.843","265.697","266.806","11","Gruesome scenes and loud noises. This one was scarier to me than the others because of how dark it was. I was harder to predict what was coming next within the attraction. Actors also god a lot closer to me in this attraction","4","Body Parts Hanging"
"1977","A-094","One Week Post-Exposure","Crypt","11.843","265.697","266.806","11","Gruesome scenes and loud noises. This one was scarier to me than the others because of how dark it was. I was harder to predict what was coming next within the attraction. Actors also god a lot closer to me in this attraction","5","Long Hallway with Strobes"
"1978","A-086","One Week Post-Exposure","Take13","1.302","174.315","243.972","5","I rememeber this was the most borning one because there was nothing good about it. Not scary at all. I dont remember anything from the actual attraction because nothing caught my eye.","1","Man at Typewriter"
"1979","A-086","One Week Post-Exposure","Take13","1.302","174.315","243.972","5","I rememeber this was the most borning one because there was nothing good about it. Not scary at all. I dont remember anything from the actual attraction because nothing caught my eye.","2","Dentist Chair"
"1980","A-086","One Week Post-Exposure","Take13","1.302","174.315","243.972","5","I rememeber this was the most borning one because there was nothing good about it. Not scary at all. I dont remember anything from the actual attraction because nothing caught my eye.","3","Studio Mirror"
"1981","A-086","One Week Post-Exposure","Take13","1.302","174.315","243.972","5","I rememeber this was the most borning one because there was nothing good about it. Not scary at all. I dont remember anything from the actual attraction because nothing caught my eye.","4","Director’s Chair"
"1982","A-086","One Week Post-Exposure","Delirium","5.783","238.901","260.933","3","They gave us 3D glasses at the beginning. It was a very small section with no breaks in between delirum and the other one. It was very neon and all the characters had neon on them. There was a character hiding in a box in the wall and there was also a character dancing ontop of something at the end.  There were a lot of people with big smiles painted on too.","1","Splatter Paint"
"1983","A-086","One Week Post-Exposure","Delirium","5.783","238.901","260.933","3","They gave us 3D glasses at the beginning. It was a very small section with no breaks in between delirum and the other one. It was very neon and all the characters had neon on them. There was a character hiding in a box in the wall and there was also a character dancing ontop of something at the end.  There were a lot of people with big smiles painted on too.","2","Get Glasses / Put on Glasses"
"1984","A-086","One Week Post-Exposure","Delirium","5.783","238.901","260.933","3","They gave us 3D glasses at the beginning. It was a very small section with no breaks in between delirum and the other one. It was very neon and all the characters had neon on them. There was a character hiding in a box in the wall and there was also a character dancing ontop of something at the end.  There were a lot of people with big smiles painted on too.","3","Spinning Tunnel"
"1985","A-086","One Week Post-Exposure","Delirium","5.783","238.901","260.933","3","They gave us 3D glasses at the beginning. It was a very small section with no breaks in between delirum and the other one. It was very neon and all the characters had neon on them. There was a character hiding in a box in the wall and there was also a character dancing ontop of something at the end.  There were a lot of people with big smiles painted on too.","4","Polka Dots"
"1986","A-086","One Week Post-Exposure","Delirium","5.783","238.901","260.933","3","They gave us 3D glasses at the beginning. It was a very small section with no breaks in between delirum and the other one. It was very neon and all the characters had neon on them. There was a character hiding in a box in the wall and there was also a character dancing ontop of something at the end.  There were a lot of people with big smiles painted on too.","5","Snake on Ledge"
"1987","A-086","One Week Post-Exposure","MachShop","2.966","232.566","254.299","4","I remember that we first walked in through a bus where there were weird mannequins and some actors. All the actors had the same mask on at some point which i thought was funny. There was also animatronics in jail cells and they were borning. There wasn't a lot of scare actors at the jail cell part with all the foliage.","1","Bus"
"1988","A-086","One Week Post-Exposure","MachShop","2.966","232.566","254.299","4","I remember that we first walked in through a bus where there were weird mannequins and some actors. All the actors had the same mask on at some point which i thought was funny. There was also animatronics in jail cells and they were borning. There wasn't a lot of scare actors at the jail cell part with all the foliage.","2","Jail Cells with Foliage / Nets"
"1989","A-086","One Week Post-Exposure","MachShop","2.966","232.566","254.299","4","I remember that we first walked in through a bus where there were weird mannequins and some actors. All the actors had the same mask on at some point which i thought was funny. There was also animatronics in jail cells and they were borning. There wasn't a lot of scare actors at the jail cell part with all the foliage.","3","Character coming Between Jail Cell Grates"
"1990","A-086","One Week Post-Exposure","MachShop","2.966","232.566","254.299","4","I remember that we first walked in through a bus where there were weird mannequins and some actors. All the actors had the same mask on at some point which i thought was funny. There was also animatronics in jail cells and they were borning. There wasn't a lot of scare actors at the jail cell part with all the foliage.","4","Up the Stairs"
"1991","A-086","One Week Post-Exposure","MachShop","2.966","232.566","254.299","4","I remember that we first walked in through a bus where there were weird mannequins and some actors. All the actors had the same mask on at some point which i thought was funny. There was also animatronics in jail cells and they were borning. There wasn't a lot of scare actors at the jail cell part with all the foliage.","5","Down the Stairs"
"1992","A-086","One Week Post-Exposure","Crypt","6.202","226.233","251.962","11","I remeber it was one of my favorite parts. I thought it was really cool but not to scary. I dont believe I remember much more. I think it was one of the last ones we did too.","1","Red Room"
"1993","A-086","One Week Post-Exposure","Crypt","6.202","226.233","251.962","11","I remeber it was one of my favorite parts. I thought it was really cool but not to scary. I dont believe I remember much more. I think it was one of the last ones we did too.","2","Paint Cans"
"1994","A-086","One Week Post-Exposure","Crypt","6.202","226.233","251.962","11","I remeber it was one of my favorite parts. I thought it was really cool but not to scary. I dont believe I remember much more. I think it was one of the last ones we did too.","3","Fireplace with Bones"
"1995","A-086","One Week Post-Exposure","Crypt","6.202","226.233","251.962","11","I remeber it was one of my favorite parts. I thought it was really cool but not to scary. I dont believe I remember much more. I think it was one of the last ones we did too.","4","Walk Through Box"
"1996","A-086","One Week Post-Exposure","Crypt","6.202","226.233","251.962","11","I remeber it was one of my favorite parts. I thought it was really cool but not to scary. I dont believe I remember much more. I think it was one of the last ones we did too.","5","Long Hallway with Strobes"
"1997","A-036","One Week Post-Exposure","Take13","1.534","289.023","289.639","3","1930's Hollywood feel, detective, dentist chair, radio playing, man in suit behind desk, backstage dressing room,  movie camera and set, mental psych ward?, blue gray color scale ","1","Man at Typewriter"
"1998","A-036","One Week Post-Exposure","Take13","1.534","289.023","289.639","3","1930's Hollywood feel, detective, dentist chair, radio playing, man in suit behind desk, backstage dressing room,  movie camera and set, mental psych ward?, blue gray color scale ","2","Dentist Chair"
"1999","A-036","One Week Post-Exposure","Take13","1.534","289.023","289.639","3","1930's Hollywood feel, detective, dentist chair, radio playing, man in suit behind desk, backstage dressing room,  movie camera and set, mental psych ward?, blue gray color scale ","3","Studio Mirror"
"2000","A-036","One Week Post-Exposure","Take13","1.534","289.023","289.639","3","1930's Hollywood feel, detective, dentist chair, radio playing, man in suit behind desk, backstage dressing room,  movie camera and set, mental psych ward?, blue gray color scale ","4","Lady in Red Robe"
"2001","A-036","One Week Post-Exposure","Delirium","2.745","242.474","247.074","2","It was very trippy, I walked in and got glasses, green walls, there was a bunch of neon paint and neon lights, there were rooms with mirror, rooms with bright colorful lights, there was also a tunnel vision room with a wobbly floor, and a spinning tunnel room with lights, the area was well lit and relatively close and compact. after we left there was a lady to collect the glasses. 
","1","Splatter Paint"
"2002","A-036","One Week Post-Exposure","Delirium","2.745","242.474","247.074","2","It was very trippy, I walked in and got glasses, green walls, there was a bunch of neon paint and neon lights, there were rooms with mirror, rooms with bright colorful lights, there was also a tunnel vision room with a wobbly floor, and a spinning tunnel room with lights, the area was well lit and relatively close and compact. after we left there was a lady to collect the glasses. 
","2","Two Characters Dancing on Raised Surface"
"2003","A-036","One Week Post-Exposure","Delirium","2.745","242.474","247.074","2","It was very trippy, I walked in and got glasses, green walls, there was a bunch of neon paint and neon lights, there were rooms with mirror, rooms with bright colorful lights, there was also a tunnel vision room with a wobbly floor, and a spinning tunnel room with lights, the area was well lit and relatively close and compact. after we left there was a lady to collect the glasses. 
","3","Spinning Tunnel"
"2004","A-036","One Week Post-Exposure","Delirium","2.745","242.474","247.074","2","It was very trippy, I walked in and got glasses, green walls, there was a bunch of neon paint and neon lights, there were rooms with mirror, rooms with bright colorful lights, there was also a tunnel vision room with a wobbly floor, and a spinning tunnel room with lights, the area was well lit and relatively close and compact. after we left there was a lady to collect the glasses. 
","4","Polka Dots"
"2005","A-036","One Week Post-Exposure","Delirium","2.745","242.474","247.074","2","It was very trippy, I walked in and got glasses, green walls, there was a bunch of neon paint and neon lights, there were rooms with mirror, rooms with bright colorful lights, there was also a tunnel vision room with a wobbly floor, and a spinning tunnel room with lights, the area was well lit and relatively close and compact. after we left there was a lady to collect the glasses. 
","5","Return Glasses"
"2006","A-036","One Week Post-Exposure","MachShop","1.406","1.406","241.738","1","Prison Bus, walking up a set of stairs, long hallway with metal gate slam, prison cell block","1","Bus"
"2007","A-036","One Week Post-Exposure","MachShop","1.406","1.406","241.738","1","Prison Bus, walking up a set of stairs, long hallway with metal gate slam, prison cell block","2","Loud Box inside of Jail Cell"
"2008","A-036","One Week Post-Exposure","MachShop","1.406","1.406","241.738","1","Prison Bus, walking up a set of stairs, long hallway with metal gate slam, prison cell block","3","Character coming Between Jail Cell Grates"
"2009","A-036","One Week Post-Exposure","MachShop","1.406","1.406","241.738","1","Prison Bus, walking up a set of stairs, long hallway with metal gate slam, prison cell block","4","Floorboards Moves"
"2010","A-036","One Week Post-Exposure","MachShop","1.406","1.406","241.738","1","Prison Bus, walking up a set of stairs, long hallway with metal gate slam, prison cell block","5","Down the Stairs"
"2011","A-036","One Week Post-Exposure","Crypt","3.808","3.808","242.975","1","I remember a man rushing us with a chainsaw and the smell of gasoline, sight story, the smell of gasoline. the yellow light of the street lamps, dentist chair?","1","Chainsaw"
"2012","A-036","One Week Post-Exposure","Crypt","3.808","3.808","242.975","1","I remember a man rushing us with a chainsaw and the smell of gasoline, sight story, the smell of gasoline. the yellow light of the street lamps, dentist chair?","2","Air Gun"
"2013","A-036","One Week Post-Exposure","Crypt","3.808","3.808","242.975","1","I remember a man rushing us with a chainsaw and the smell of gasoline, sight story, the smell of gasoline. the yellow light of the street lamps, dentist chair?","3","Table Saw with Hand"
"2014","A-036","One Week Post-Exposure","Crypt","3.808","3.808","242.975","1","I remember a man rushing us with a chainsaw and the smell of gasoline, sight story, the smell of gasoline. the yellow light of the street lamps, dentist chair?","4","Body Parts Hanging"
"2015","A-036","One Week Post-Exposure","Crypt","3.808","3.808","242.975","1","I remember a man rushing us with a chainsaw and the smell of gasoline, sight story, the smell of gasoline. the yellow light of the street lamps, dentist chair?","5","Long Hallway with Strobes"
"2016","A-093","One Week Post-Exposure","Take13","25.293","457.966","466.684","10","there were cages, and a few different sets. there was one with a reporter who for some reason made me think the actor was either from Brooklyn or was Jewish (I'm also Jewish). Don't know exactly why this popped into mind. I told this thought to the person in front of me. There was also a doctor set up. I think the actor there said something about teeth so i think it was a creepy dentists office. The path was sorta thin and zig zagged into different rooms. I expected a lot of jump scares from behind those walls but don't think there were any. There were a couple other actors in the middle of one hall. The guy was scaring people and the girl was creepy but dressed up sorta fancy 1920's style with a headband or something. It wasn't that long of a section I don't think, but not that short either.","1","Stage 6 Sign"
"2017","A-093","One Week Post-Exposure","Take13","25.293","457.966","466.684","10","there were cages, and a few different sets. there was one with a reporter who for some reason made me think the actor was either from Brooklyn or was Jewish (I'm also Jewish). Don't know exactly why this popped into mind. I told this thought to the person in front of me. There was also a doctor set up. I think the actor there said something about teeth so i think it was a creepy dentists office. The path was sorta thin and zig zagged into different rooms. I expected a lot of jump scares from behind those walls but don't think there were any. There were a couple other actors in the middle of one hall. The guy was scaring people and the girl was creepy but dressed up sorta fancy 1920's style with a headband or something. It wasn't that long of a section I don't think, but not that short either.","2","Tub / Shower"
"2018","A-093","One Week Post-Exposure","Take13","25.293","457.966","466.684","10","there were cages, and a few different sets. there was one with a reporter who for some reason made me think the actor was either from Brooklyn or was Jewish (I'm also Jewish). Don't know exactly why this popped into mind. I told this thought to the person in front of me. There was also a doctor set up. I think the actor there said something about teeth so i think it was a creepy dentists office. The path was sorta thin and zig zagged into different rooms. I expected a lot of jump scares from behind those walls but don't think there were any. There were a couple other actors in the middle of one hall. The guy was scaring people and the girl was creepy but dressed up sorta fancy 1920's style with a headband or something. It wasn't that long of a section I don't think, but not that short either.","3","Water Fountain"
"2019","A-093","One Week Post-Exposure","Take13","25.293","457.966","466.684","10","there were cages, and a few different sets. there was one with a reporter who for some reason made me think the actor was either from Brooklyn or was Jewish (I'm also Jewish). Don't know exactly why this popped into mind. I told this thought to the person in front of me. There was also a doctor set up. I think the actor there said something about teeth so i think it was a creepy dentists office. The path was sorta thin and zig zagged into different rooms. I expected a lot of jump scares from behind those walls but don't think there were any. There were a couple other actors in the middle of one hall. The guy was scaring people and the girl was creepy but dressed up sorta fancy 1920's style with a headband or something. It wasn't that long of a section I don't think, but not that short either.","4","Director’s Chair"
"2020","A-093","One Week Post-Exposure","Delirium","7.398","415.264","487.044","11","This was the first section with all the neon. They gave you glasses towards the start on the inside. there were giant neon snakes and spiders. The glasses made everything loopy which was fun. there were neon dressed people walking through. Definitely got jump scared a few times in this one - more than i expected to tbh (like 3 times). there was one point where the rectangles on the floor moved. and another where orange rectangles were raised more than the others in a thinner hallway. there were railings at one point and cool neon stuff to look at on the side. the walls were very neon and i think there were a few specific setups. a lot of polka dots at some points. i think there were clowns. it looped around and the end was viewable where you started there was a peRson on the box at the end directing you to drop your glasses in a bin. when i got jump scared once, the person behind me laughed. this one was scary, but in a fun scary way. A woman gave out glasses at the start. i think there was also a little something before the glasses but i don't remember what. i think some of the actors had tutus on","1","Splatter Paint"
"2021","A-093","One Week Post-Exposure","Delirium","7.398","415.264","487.044","11","This was the first section with all the neon. They gave you glasses towards the start on the inside. there were giant neon snakes and spiders. The glasses made everything loopy which was fun. there were neon dressed people walking through. Definitely got jump scared a few times in this one - more than i expected to tbh (like 3 times). there was one point where the rectangles on the floor moved. and another where orange rectangles were raised more than the others in a thinner hallway. there were railings at one point and cool neon stuff to look at on the side. the walls were very neon and i think there were a few specific setups. a lot of polka dots at some points. i think there were clowns. it looped around and the end was viewable where you started there was a peRson on the box at the end directing you to drop your glasses in a bin. when i got jump scared once, the person behind me laughed. this one was scary, but in a fun scary way. A woman gave out glasses at the start. i think there was also a little something before the glasses but i don't remember what. i think some of the actors had tutus on","2","Get Glasses / Put on Glasses"
"2022","A-093","One Week Post-Exposure","Delirium","7.398","415.264","487.044","11","This was the first section with all the neon. They gave you glasses towards the start on the inside. there were giant neon snakes and spiders. The glasses made everything loopy which was fun. there were neon dressed people walking through. Definitely got jump scared a few times in this one - more than i expected to tbh (like 3 times). there was one point where the rectangles on the floor moved. and another where orange rectangles were raised more than the others in a thinner hallway. there were railings at one point and cool neon stuff to look at on the side. the walls were very neon and i think there were a few specific setups. a lot of polka dots at some points. i think there were clowns. it looped around and the end was viewable where you started there was a peRson on the box at the end directing you to drop your glasses in a bin. when i got jump scared once, the person behind me laughed. this one was scary, but in a fun scary way. A woman gave out glasses at the start. i think there was also a little something before the glasses but i don't remember what. i think some of the actors had tutus on","3","Spinning Tunnel"
"2023","A-093","One Week Post-Exposure","Delirium","7.398","415.264","487.044","11","This was the first section with all the neon. They gave you glasses towards the start on the inside. there were giant neon snakes and spiders. The glasses made everything loopy which was fun. there were neon dressed people walking through. Definitely got jump scared a few times in this one - more than i expected to tbh (like 3 times). there was one point where the rectangles on the floor moved. and another where orange rectangles were raised more than the others in a thinner hallway. there were railings at one point and cool neon stuff to look at on the side. the walls were very neon and i think there were a few specific setups. a lot of polka dots at some points. i think there were clowns. it looped around and the end was viewable where you started there was a peRson on the box at the end directing you to drop your glasses in a bin. when i got jump scared once, the person behind me laughed. this one was scary, but in a fun scary way. A woman gave out glasses at the start. i think there was also a little something before the glasses but i don't remember what. i think some of the actors had tutus on","4","Polka Dots"
"2024","A-093","One Week Post-Exposure","Delirium","7.398","415.264","487.044","11","This was the first section with all the neon. They gave you glasses towards the start on the inside. there were giant neon snakes and spiders. The glasses made everything loopy which was fun. there were neon dressed people walking through. Definitely got jump scared a few times in this one - more than i expected to tbh (like 3 times). there was one point where the rectangles on the floor moved. and another where orange rectangles were raised more than the others in a thinner hallway. there were railings at one point and cool neon stuff to look at on the side. the walls were very neon and i think there were a few specific setups. a lot of polka dots at some points. i think there were clowns. it looped around and the end was viewable where you started there was a peRson on the box at the end directing you to drop your glasses in a bin. when i got jump scared once, the person behind me laughed. this one was scary, but in a fun scary way. A woman gave out glasses at the start. i think there was also a little something before the glasses but i don't remember what. i think some of the actors had tutus on","5","Snake on Ledge"
"2025","A-093","One Week Post-Exposure","MachShop","7.137","401.493","407.529","7","The crypt started out with the bus. I think it was the last section. The people in the bus i think were mostly real but also wasn't sure and it freaked me out a bit. got separated from the group momentarily. Our group formed a people chain while we walked through because my friend was scared. she grabbed the back of my sweatshirt and i thought that was funny. There was a cool green strobe light thing and a bunch of fog. There was also a bit more of an open hallway at one point and a lot of fog. There were also strobe lights in the really foggy room. I wiggled my arms while walking through so it would look cool. I also snuck up behind my brother when it was dark and scared him. very funny. Someone tried to scare the tour guide while we were walking but they were unaffected by it. I also got jump scared a couple times while walking through, despite trying to keep my composure cause i was the line leader for a bit and the tour guide was no help for indicating where the actors were hiding.","1","Bus"
"2026","A-093","One Week Post-Exposure","MachShop","7.137","401.493","407.529","7","The crypt started out with the bus. I think it was the last section. The people in the bus i think were mostly real but also wasn't sure and it freaked me out a bit. got separated from the group momentarily. Our group formed a people chain while we walked through because my friend was scared. she grabbed the back of my sweatshirt and i thought that was funny. There was a cool green strobe light thing and a bunch of fog. There was also a bit more of an open hallway at one point and a lot of fog. There were also strobe lights in the really foggy room. I wiggled my arms while walking through so it would look cool. I also snuck up behind my brother when it was dark and scared him. very funny. Someone tried to scare the tour guide while we were walking but they were unaffected by it. I also got jump scared a couple times while walking through, despite trying to keep my composure cause i was the line leader for a bit and the tour guide was no help for indicating where the actors were hiding.","2","Jail Cells with Foliage / Nets"
"2027","A-093","One Week Post-Exposure","MachShop","7.137","401.493","407.529","7","The crypt started out with the bus. I think it was the last section. The people in the bus i think were mostly real but also wasn't sure and it freaked me out a bit. got separated from the group momentarily. Our group formed a people chain while we walked through because my friend was scared. she grabbed the back of my sweatshirt and i thought that was funny. There was a cool green strobe light thing and a bunch of fog. There was also a bit more of an open hallway at one point and a lot of fog. There were also strobe lights in the really foggy room. I wiggled my arms while walking through so it would look cool. I also snuck up behind my brother when it was dark and scared him. very funny. Someone tried to scare the tour guide while we were walking but they were unaffected by it. I also got jump scared a couple times while walking through, despite trying to keep my composure cause i was the line leader for a bit and the tour guide was no help for indicating where the actors were hiding.","3","Character coming Between Jail Cell Grates"
"2028","A-093","One Week Post-Exposure","MachShop","7.137","401.493","407.529","7","The crypt started out with the bus. I think it was the last section. The people in the bus i think were mostly real but also wasn't sure and it freaked me out a bit. got separated from the group momentarily. Our group formed a people chain while we walked through because my friend was scared. she grabbed the back of my sweatshirt and i thought that was funny. There was a cool green strobe light thing and a bunch of fog. There was also a bit more of an open hallway at one point and a lot of fog. There were also strobe lights in the really foggy room. I wiggled my arms while walking through so it would look cool. I also snuck up behind my brother when it was dark and scared him. very funny. Someone tried to scare the tour guide while we were walking but they were unaffected by it. I also got jump scared a couple times while walking through, despite trying to keep my composure cause i was the line leader for a bit and the tour guide was no help for indicating where the actors were hiding.","4","Floorboards Moves"
"2029","A-093","One Week Post-Exposure","MachShop","7.137","401.493","407.529","7","The crypt started out with the bus. I think it was the last section. The people in the bus i think were mostly real but also wasn't sure and it freaked me out a bit. got separated from the group momentarily. Our group formed a people chain while we walked through because my friend was scared. she grabbed the back of my sweatshirt and i thought that was funny. There was a cool green strobe light thing and a bunch of fog. There was also a bit more of an open hallway at one point and a lot of fog. There were also strobe lights in the really foggy room. I wiggled my arms while walking through so it would look cool. I also snuck up behind my brother when it was dark and scared him. very funny. Someone tried to scare the tour guide while we were walking but they were unaffected by it. I also got jump scared a couple times while walking through, despite trying to keep my composure cause i was the line leader for a bit and the tour guide was no help for indicating where the actors were hiding.","5","Large Monsters over Railing"
"2030","A-093","One Week Post-Exposure","Crypt","5.457","343.632","437.886","17","this one occurred after we passed through the first bar area. was a bit sad we couldn't stop to get a drink and check it out to be honest. It looked very cool and foggy. There was also a worker in front of that that seemed a bit stressed and asked us to ""please not touch her candy people"". Definitely seemed like she'd delt with that a few too many times that day. Anyways, the line was long and swung by the potta porties. there was a man with a whale shirt in front of us in line. The lady who let us in had a cool outfit, a shaved head, and some sort of large prop tool in her hand. I think this was one of the medium scary ones. tbh I remember more from outside of it, then from inside. I don't think there were too many actors in this one. Maybe one jump scare. Also a big open foggy hallway in this one. I think this one was more dark. there were also schoool/gym locker things right at the start which i found odd.","1","Red Room"
"2031","A-093","One Week Post-Exposure","Crypt","5.457","343.632","437.886","17","this one occurred after we passed through the first bar area. was a bit sad we couldn't stop to get a drink and check it out to be honest. It looked very cool and foggy. There was also a worker in front of that that seemed a bit stressed and asked us to ""please not touch her candy people"". Definitely seemed like she'd delt with that a few too many times that day. Anyways, the line was long and swung by the potta porties. there was a man with a whale shirt in front of us in line. The lady who let us in had a cool outfit, a shaved head, and some sort of large prop tool in her hand. I think this was one of the medium scary ones. tbh I remember more from outside of it, then from inside. I don't think there were too many actors in this one. Maybe one jump scare. Also a big open foggy hallway in this one. I think this one was more dark. there were also schoool/gym locker things right at the start which i found odd.","2","Paint Cans"
"2032","A-093","One Week Post-Exposure","Crypt","5.457","343.632","437.886","17","this one occurred after we passed through the first bar area. was a bit sad we couldn't stop to get a drink and check it out to be honest. It looked very cool and foggy. There was also a worker in front of that that seemed a bit stressed and asked us to ""please not touch her candy people"". Definitely seemed like she'd delt with that a few too many times that day. Anyways, the line was long and swung by the potta porties. there was a man with a whale shirt in front of us in line. The lady who let us in had a cool outfit, a shaved head, and some sort of large prop tool in her hand. I think this was one of the medium scary ones. tbh I remember more from outside of it, then from inside. I don't think there were too many actors in this one. Maybe one jump scare. Also a big open foggy hallway in this one. I think this one was more dark. there were also schoool/gym locker things right at the start which i found odd.","3","Table Saw with Hand"
"2033","A-093","One Week Post-Exposure","Crypt","5.457","343.632","437.886","17","this one occurred after we passed through the first bar area. was a bit sad we couldn't stop to get a drink and check it out to be honest. It looked very cool and foggy. There was also a worker in front of that that seemed a bit stressed and asked us to ""please not touch her candy people"". Definitely seemed like she'd delt with that a few too many times that day. Anyways, the line was long and swung by the potta porties. there was a man with a whale shirt in front of us in line. The lady who let us in had a cool outfit, a shaved head, and some sort of large prop tool in her hand. I think this was one of the medium scary ones. tbh I remember more from outside of it, then from inside. I don't think there were too many actors in this one. Maybe one jump scare. Also a big open foggy hallway in this one. I think this one was more dark. there were also schoool/gym locker things right at the start which i found odd.","4","Walk Through Box"
"2034","A-093","One Week Post-Exposure","Crypt","5.457","343.632","437.886","17","this one occurred after we passed through the first bar area. was a bit sad we couldn't stop to get a drink and check it out to be honest. It looked very cool and foggy. There was also a worker in front of that that seemed a bit stressed and asked us to ""please not touch her candy people"". Definitely seemed like she'd delt with that a few too many times that day. Anyways, the line was long and swung by the potta porties. there was a man with a whale shirt in front of us in line. The lady who let us in had a cool outfit, a shaved head, and some sort of large prop tool in her hand. I think this was one of the medium scary ones. tbh I remember more from outside of it, then from inside. I don't think there were too many actors in this one. Maybe one jump scare. Also a big open foggy hallway in this one. I think this one was more dark. there were also schoool/gym locker things right at the start which i found odd.","5","Gate Drops from Above"
"2035","A-037","One Week Post-Exposure","Take13","2.221","286.095","336.434","7","It was a movie backlot set with multiple detectives. They were trying to solve a mystery, maybe who murdered the lady in red? The lady in red stood beside an operation table after she walked through a backroom from a makeup counter. ","1","Stage 6 Sign"
"2036","A-037","One Week Post-Exposure","Take13","2.221","286.095","336.434","7","It was a movie backlot set with multiple detectives. They were trying to solve a mystery, maybe who murdered the lady in red? The lady in red stood beside an operation table after she walked through a backroom from a makeup counter. ","2","Tub / Shower"
"2037","A-037","One Week Post-Exposure","Take13","2.221","286.095","336.434","7","It was a movie backlot set with multiple detectives. They were trying to solve a mystery, maybe who murdered the lady in red? The lady in red stood beside an operation table after she walked through a backroom from a makeup counter. ","3","Studio Mirror"
"2038","A-037","One Week Post-Exposure","Take13","2.221","286.095","336.434","7","It was a movie backlot set with multiple detectives. They were trying to solve a mystery, maybe who murdered the lady in red? The lady in red stood beside an operation table after she walked through a backroom from a makeup counter. ","4","Director’s Chair"
"2039","A-037","One Week Post-Exposure","Delirium","3.198","153.459","241.49","4","I found Delirium very innovative due to the 3D glasses, but I hated it for that exact reason. An actor handed out glasses at the beginning and there was a lady dancing on a table. There were yellow, orange, green, and pink fluorescent spiders and machine parts that popped out at you when you wore the glasses.  There were air guns and clowns on stilts. Just before the guy on stilts was a spinning tunnel with multi-colored 3-D dots.","1","Splatter Paint"
"2040","A-037","One Week Post-Exposure","Delirium","3.198","153.459","241.49","4","I found Delirium very innovative due to the 3D glasses, but I hated it for that exact reason. An actor handed out glasses at the beginning and there was a lady dancing on a table. There were yellow, orange, green, and pink fluorescent spiders and machine parts that popped out at you when you wore the glasses.  There were air guns and clowns on stilts. Just before the guy on stilts was a spinning tunnel with multi-colored 3-D dots.","2","Get Glasses / Put on Glasses"
