Values,Attention Deployment,Response Modulation,Reappraisal,Correct,Reg,RegDesc,EventKey,EventDesc,Emotion,Intense
44,1,0,0,1,Decrease,I breathed deeply to regain my original state,Shake,There was a very loud moving box that was frosted and shook intensely.,alarmed,2
3439,1,0,0,1,Decrease,breathing and checking my surroundings,overwhelming,The first emotionally-evocative event was when the strobe lights that relly had me worried about my surroundings and if there were gonna be any other jumpscares during it because I wouldn't be able to see it coming.,worried,2
2319,0,0,0,1,Decrease,Same as above,Strobe,"The strobe light hallway was one of the first things that really unsettled me. Initially, it was fine, but as the fog grew thicker and the strobe lights felt more overwhelming it was a lot harder to keep track of what was going on. Just as I was about to get really dizzy we exited the hallway. ",overwhelmed,3
3349,0,0,0,1,Decrease,I held onto the hand of the person behind me to assure myself that others were there to heled if I actually needed it.,Uneasy,"Walking inside and having it immediately be pitch black. I could tell that there was a man waiting in the dark corner, but I couldn't see well enough to tell when he would come out. I tried to walk to the left, away from him, but was pushed towards him by another actor who was wielding a cinderblock. The actor in the shadows attempted to hit me with a pipe.",wary,1
1370,0,0,1,1,Decrease,I thought about how we were through that section,Tense,We walked down  a tight hallway after exciting one of the rooms with a man and a hammer. The hallway was dark and had pictures and cells on either side. There were clanking sounds behind each of the cells/holes/images but nothing popped out until a man with a mallet at the end where the area opened up. Throughout the path there were smoke gun noises,fearful,1
759,0,0,1,1,Decrease,realize it isnt real,freaky,walking through the tunnel at the end of an event,creeped out,2
1536,0,0,0,1,Decrease,I tried to look straight ahead instead of the sides of the room where the limbs were,limbs,the room with the bloody limbs and torso on the side of the wall,fearful,2
282,0,0,1,1,Decrease,I thought about everything we were already through and how we were done with those,Tense,We walked down  a tight hallway after exciting one of the rooms with a man and a hammer. The hallway was dark and had pictures and cells on either side. There were clanking sounds behind each of the cells/holes/images but nothing popped out until a man with a mallet at the end where the area opened up. Throughout the path there were smoke gun noises,anxious,1
877,1,0,0,1,Increase,look at how the bodies were mutated,meat,"the bodies hanging in the meat locker, barbie mannequin in the last corner of the room, one actress with long curly brown hair in a red cape. many upside down decapitated bodies",disgusted,3
169,0,0,1,0,Increase,I told myself that there's probably more scary people around the corner,Bus,"We walked through a school bus full of dolls and smoke and strobing lights, and then someone jumped out at us after we got off the bus and banged on a fence.",anticipation,4
1680,0,0,0,1,Decrease,I looked away,Dentist,The head with the teeth stuck in it from Take 2 ,grossed out,3
1454,0,1,0,0,Increase,"just let go and stopped trying to guess what would happen next
",run,NA,fearful,2
1571,0,0,0,1,Increase,I stayed as close to steve as possible,bus,We walked up the stairs into the bus.  I noticed all the human shapes in the chairs.  It was strobing. I was sure one of them would be a real person and jump at me. I could see the light to the outside and I focused on that and walked out.,focused,2
2527,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",strobe lights ,"at the end of machine shop, there was a long dark hallway where strobe lights were going off. I remember feeling like i couldn't tell what I was looking at and was scared to move forward. ",scared,2
602,0,0,1,1,Decrease,"I told myself that he was acting and not being serious, and this information comforted me.",Gangster,"There was a gangster sort of character at the end of Take 13 that was wearing a black suit and hat. He was a white man. He kept telling us to keep our eyes out, that there was something strange going on. He sounded so panicked and serious that for a second I didn't think he was acting. He was sitting on a desk. ",concerned,1
2946,1,0,0,1,Decrease,Focused on the fakeness of the silhouettes ,Bus,The first emotionally evocative event was seeing the first dead body on the left.,surprised,1
1472,0,0,1,1,Decrease,reminded myself they were just actors,Jarring,A dark room that was almost pitch black and the sound of chainsaws,fearful,2
2228,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",bus ,Bus walk through. dark with fog/smoke surrounding. people sitting in the seats. cannot see in front of me or know where to walk. Exit bus. ,nervous,3
1303,1,0,0,1,Decrease,I took a deep breath after,saw,we were walking on a ramp and a man with a chain saw revved up or powered up the chain saw and then crouched down low and started running the chain saw near our feet. I screeched and also laughed. ,fearful,2
2686,0,0,1,1,Decrease,saying it wasnt real ,worried,there was a man typing on a type writer when you firs enter.,scared,1
2123,1,1,0,1,Decrease,"Sang to myself, laughed, talked out loud to myself",Hallway,"The hallway of strobe lights and fog, long long tunnel full of smoke that we had to go through only two actors approached us , very disorienting ",nervous,3
2178,0,0,0,1,Decrease,grab on to my friend and ask if she was also nervous which she was so it made me feel better that i wasn't alone,fog,man with afro jumping in front of me and scaring me . he came from heavy fog that made him invisible,nervous,1
2663,0,0,1,1,Decrease,Thinking about worse things that happened,Jumpy,"'- in the crypt there was a man hiding in a box with openings on either side, he jumped at one and came around and jumped out the other",scared,1
2346,0,0,1,1,Decrease,I tried to remind myself that I was not actually in danger and none of it was real.,Disorienting ,Walking down a hallway with haunted portraits on the walls and turning a corner only for one of the paintings to drop and an actor reach out at me. That immediately went into a shaky/moving floor so I was thrown off balance.,panicked,2
2159,0,0,0,1,Decrease,looked away,scared,"during the crypt, someone jumped towards me and yelled at me ",nervous,3
3306,1,0,0,1,Decrease,I tried to get used to the noise and figure out the pattern of the box noise as well as figure out how the prop was making the noise,Box,I remember being next to the cell with a box that was banging. I remember figuring out that there was nobody real inside so nobody will jump out at me but it was really loud and I was standing next to it for a long time. The sound was scarier to me than the actual concept of a crazy person in a box in a cell. ,unsettled,4
500,0,0,1,1,Increase,i intensified it by knowing that they could not hurt me and most were dummies,bus,on the bus when i didnt know which people in the seats were real people or dummies and wondering which one was going to scare me next,calm,3
3368,0,0,0,1,Decrease,"looked away
",gross,head with teeth in it near dentist chair ,weird,3
1187,0,0,0,1,Increase,talk outloud that i am excited,bus,"blue school bus, actress in front seat, mannequins in seats, man in black cape, strobe lights",excited,3
3446,0,0,1,1,Decrease,remembered it was just actors ,strange,The first emotionally-evocative event that occurred within Machine Shop was the woman host in the beginning that let us into the attraction. She had a eye contact in that completely whited out one of her eyes and that kind of freaked me out. ,worried,4
766,0,0,0,1,Increase,I tried to look around and explore,Disorienting,"The rattling floors: I remember climbing the stairs and seeing a sign warning of rattling floors/flashing lights. We climbed some stone stairs and entered this narrow hallway, where the floor's sliding panels would occasionally shift, making it hard to walk. I finally walked down the stairs (after seeing some monsters hanging from the ceiling)",curious,2
929,1,0,0,1,Decrease,I kept taking off or looking over the top of my glasses.,Concerning,The first event was the man with the chainsaw. He was heavier-set with longish hair. He was wearing red or orange. The chainsaw was very loud and smelled of gasoline. I remember thinking that he must've taken the teeth off the chainsaw for safety purposes because he got REALLY close to us.,disoriented,3
2200,0,0,0,1,Decrease,Try and avoid eye contact with actors and hope they didnt jump out at me or follow me.,Bus,The bus because it was a different setting than we had been in before. Also because it was scary not knowing who was a real person and what was a prop. There was a person at the end of the bus who jumped out at us before we exited the bus. ,nervous,1
1245,0,0,1,1,Increase,I was trying to psych myself out thinking someone would jump out or something at certain points (but they did not),Creepy,The bus at the beginning where there are dolls laying in all the seats. It is the entrance. There is fog beneath us. ,expectant,3
2076,0,0,0,1,Decrease,I moved quicker to keep up with the group.,disorianted,The third event would be strobing lights. At could barely see anything but at the corner of my eye saw a figure creep up on me.,lost,2
1933,1,0,0,1,Increase,look at how the bodies were mutated,meat,"the bodies hanging in the meat locker, barbie mannequin in the last corner of the room, one actress with long curly brown hair in a red cape. many upside down decapitated bodies",intrigue,4
1339,0,0,1,1,Increase,I wanted to be more scared so I pretended the actor could actually touch me.,Nostalgic ,The room with the dentist chair in Take-13 only because of the sound that the dentist tools made. The dentist leaned towards us with the tools as we walked past.,fearful,1
1016,1,0,0,1,Increase,I looked at the actors and waved at them.,Art,During the delirium I remember being smiling and looking at the cool art.,ecstatic,3
203,1,0,1,1,Decrease,I tried to find out why the floor was moving,floor,moving floor,anxious,1
3170,0,0,0,1,Decrease,"I steadied myself, grounded",shaky,"The floor was made out of these two sliding plates, I slipped on one of them and I got taken off guard.",unbalanced,3
2487,0,0,1,1,Decrease,I knew it was not real and they couldnt hurt me,bus,on the bus when i didnt know which people in the seats were real people or dummies and wondering which one was going to scare me next,scared,1
3060,0,0,1,1,Decrease,I reminded myself it wasn't real and focused on steve.,bus,We walked up the stairs into the bus.  I noticed all the human shapes in the chairs.  It was strobing. I was sure one of them would be a real person and jump at me. I could see the light to the outside and I focused on that and walked out.,tense,3
2321,1,0,0,1,Decrease,speaking to actor,Intrusive,actors getting significantly close to me,overwhelmed,2
798,1,0,0,1,Increase,I attempted to intensify this feeling by feeding into my curiosity and trying to look into the box ,Curious,The box we passed seemed to be hanging from the ceiling and rattling. There was also noises coming from inside the box. I remember wondering if there was an actor crouched inside rattling the box or if the box automatically did that and had no one inside. I remember looking into the box to try to figure it out but the glass was cloudy. I remember feeling curious. ,curious,2
310,0,0,1,1,Decrease,i tried to remember they cannot touch me and that i am not going to get hurt,bodies,"The second event happened right after the first one, where there was an actor in my face screaming ""yes, yes, yes"" as i screamed ""no, no, no"" at them because they were scaring me and blocking people from walking around the table to get in their faces. ",anxious,4
2001,0,0,0,1,Decrease,I stopped laughing ,comical,Another was when we were outside of the final attraction and the was a monster. He was a tall man who was walking in between me and the bus outside. He bumped into me and said excuse me in a regular voice. I started laughing. ,joyful,3
3378,0,0,0,1,Decrease,I looked away,creepy,the monkey person,weird,4
1279,1,0,0,1,Decrease,"Take deep breaths, keep myself focused on my feet and keeping my balance",floorboards,The third event would be walking on the moving floorboards. The lights were flashing again and I was afraid I was going to fall over. I was trying to go quickly so none of the characters would catch me by surprise.,fearful,1
392,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",chain saw ,walking down a narrow hallway with a character chasing me with a chain saw. the character was wearing a big jacket and maybe a mask. the character made crazy noises when using the chainsaw. ,anxious,3
122,0,0,1,1,Decrease,"I reminded myself that we wouldn't be with the large group of girls for very long, so I simply ignored their annoying comments and actions. ",Instructions,"When our group was receiving instructions, there was a loud bang that made me jump a little. We were surrounded by a ton of people who also reacted the same way, which made me feel better. ",annoyed,1
259,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",tunnel ,tunnel in delirium. spirals / stripes along the walls. walk through the tunnel and felt like the tunnel that moves in a fun-house. ,anxious,2
485,1,0,0,1,Decrease,tried to find things to look at,traffic jam,we walked through a big hallway in machine shop where we were behind a lot of people so the scares were happening to people 20 feet ahead ,bored,2
361,1,0,0,1,Decrease,I tried to prepare myself and look around so I wouldn’t be surprised if someone came up to me or a body bumped into me. ,butcher,"i remember towards the end after we walked through the cages, we got to a room and the line started to slow down. the room ahead of us was strobing and i saw bodies hanging from the ceiling. i couldn't tell who was real and who was fake, and it freaked me out. i moved slowly because i noticed the bodies were swinging in the strobes and i didn't want to be touched. one lady crept out of the shadows and scared me and i ran through",anxious,3
2968,0,0,0,1,Decrease,walk away ,sliding,slidey things on the floor as you walk through the hall,surprised,2
1767,1,0,0,0,Increase,I tried to get more engaged in the haunted house,Surprising ,An airgun went off in my ear. ,happy,2
1799,1,0,0,1,Increase,I tried to intensify my high guard to try to be more aware of my surroundings ,nervous,Getting followed by the big man with a chainsaw,high-guard,4
2933,1,0,0,1,Increase,I tried to make more eye contact with the actors,Alarming,The man tried to hit me with a sledgehammer and then pulled back at the last second. ,surprised,3
2295,0,0,0,1,Decrease,i tried to get my bearings and see ahead of me,blinded,walking through the dark hallway,out of place,2
214,0,0,0,1,Decrease,I tried to walk faster towards the end of the bus and avoid looking at the fake bodies ,bus,the bus with the flashing lights and fake bodies sitting in the seats ,anxious,2
914,0,0,0,1,Decrease,I tried to look straight ahead instead of the sides of the room where the limbs were,limbs,the room with the bloody limbs and torso on the side of the wall,disgusted,1
2915,0,0,0,1,Decrease,By running through this section away from the man with the chainsaw,chainsaw,When we turned the corner to get to the outside part there was a man with a chainsaw who started yelling and chasing us while using the chainsaw.,stressed,3
223,0,0,0,1,Decrease,"I was worried that something was going to creep up on us, given the poor lighting and fog, as well as the length of the passageway.",Surreal,"I would say the man running through the fog, strobe-lit passage. It was surreal the way in which he scuttled around like a child with a strange weapon. It reminded me of some memories from when I was a child.",anxious,3
2564,1,0,0,1,Decrease,Tried to breathe through it and not scream or react. ,Bus,"Walking through the bus- I remember flashing lights and having a hard time seeing, I was afraid of the people sitting in the seats and spend time trying to figure out whether or not they were real but it was really hard to tell because of the flashing lights. I remember at the end there was one real actor that jumped at the person in front of me and I was thankful that it wasn't me so I wouldn't scream. ",scared,4
2097,0,0,0,1,Decrease,Closing my eyes as much as i could in the tunnel,sickening ,"The hallway in delirium that moved with the lights was very anxiety inducing for me. This wasn't because it was scary, but because I get motion sick and didn't want to get dizzy when walking through it.",nauseous,3
2380,1,0,0,1,Increase,I focused on the box as to not get caught off guard by something popping out. I didn't see any movement near it so I presumed it to be unoccupied.,Violent,"In the crypt, there was a shaking box that I thought someone would jump out of. I recall staring at it searching for a hand or something like that to pop out. ",prepared,2
2133,0,1,0,0,Decrease,I tried to calm down my breathing,behind,long tunnel with strobes,nervous,3
217,1,0,0,1,Decrease,focused on something else,floor,moving floor,anxious,2
3032,0,0,1,0,Decrease,"In order to reduce my suspense, I tried telling myself that someone would jump out. I also told myself that there was nothing to be scared of and tried to make jokes in my head about the situation to ease the tension. ",Intense,"The first emotionally evocative event that occurred within The Crypt was the very beginning when we were directed to enter a school bus. Once on board, there was flashing white light and scattered among the seats were either scary figure dummies or actual scare actors. There was screaming and growling and some of the actors jumped out at you as you moved through the bus. This was intense given there was a flashing light that made vision go out every other second. ",suspense,3
1273,0,0,0,0,Decrease,I forced myself to move as quickly as possible through it and try to not look at anything except for people I knew were other guests.,box,We had to walk into a big shaking box in the machine shop.  I was afraid of the character there and knew he was hiding on the other side.  Sure enough he was and he scared me.,fearful,3
1552,0,0,1,1,Decrease,I attempted to reduce my fear by reminding myself it is fake.,frightening ,The first emotionally evocative even that occurred within the Crypt was a character in black and white mask appearing with a weapon ,fearful,4
1614,0,0,1,1,Decrease,telling myself it wasnt real,worried,there was a man typing on a type writer when you firs enter.,frightened,1
314,1,0,0,1,Decrease,I focused on the exit and getting out.,Disorienting,"In the room with the bodies hanging in the freezer, there were bright flashing lights that distorted my vision and affected how I walked. These lights caused me to walk into one of the bodies hanging in the freezer which caught me off guard.",anxious,2
2781,0,0,1,1,Increase,I tried to figure out what was real or fake and focus on that ,Bus,"Walking through the bus- I remember flashing lights and having a hard time seeing, I was afraid of the people sitting in the seats and spend time trying to figure out whether or not they were real but it was really hard to tell because of the flashing lights. I remember at the end there was one real actor that jumped at the person in front of me and I was thankful that it wasn't me so I wouldn't scream. ",skeptical,3
2212,0,0,0,1,Decrease,look away ,jarring,"also, the bodies hanging from the meat freezer were also emotionally evocative",nervous,2
1518,0,0,0,1,Decrease,"Walked faster, practically ran",Freezer,Hanging bodies in the freezer in the crypt,fearful,4
3262,0,0,0,1,Decrease,I attempted to avoid the situation and walk as fast as I could. ,disturbing,The first event I can remember is when the people were screaming behind the cells. I also remember the man on the game control panels in the beginning. ,uneasy,3
2164,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",tunnel ,tunnel in delirium. spirals / stripes along the walls. walk through the tunnel and felt like the tunnel that moves in a fun-house. ,nervous,2
3144,0,0,0,1,Decrease,I tried to move my body around more,Alarming,A man tried to hit me with a cinderblock and then pulled back at the last second. ,tired,4
416,0,0,1,0,Decrease,"I tried to focus on having fun and telling myself that the person in the shadows couldn't touch me, so I'd be ok.",Uneasy,"Walking inside and having it immediately be pitch black. I could tell that there was a man waiting in the dark corner, but I couldn't see well enough to tell when he would come out. I tried to walk to the left, away from him, but was pushed towards him by another actor who was wielding a cinderblock. The actor in the shadows attempted to hit me with a pipe.",apprehensive,1
1070,0,0,1,1,Increase,I told myself it was part of the tour and tried to think about what was going to happen next,loud,the box with loud bangng noise,excited,2
2206,0,0,0,1,Decrease,by following the person directly in front of me ,cautious,"Walking through delirium was difficult with the glasses and there was also a lot of fog, so trying to find my way through was hard. I thought that I might run into someone or something ",nervous,3
2152,1,0,1,1,Decrease,I tried to breathe through being scared and remind myself they were actors or props and couldn't touch me ,Bus,"Walking through the bus- I remember flashing lights and having a hard time seeing, I was afraid of the people sitting in the seats and spend time trying to figure out whether or not they were real but it was really hard to tell because of the flashing lights. I remember at the end there was one real actor that jumped at the person in front of me and I was thankful that it wasn't me so I wouldn't scream. ",nervous,1
2995,0,0,0,1,Decrease,Watched it happen very carefully to the person before me and timed my entry,cage,Cage being dropped in Crypt,surprised,4
1404,0,0,1,1,Increase,"Same as the anticipation, kept reminding myself there will be more scary people soon",Bus,"We walked through a school bus full of dolls and smoke and strobing lights, and then someone jumped out at us after we got off the bus and banged on a fence.",fearful,4
2533,0,0,0,1,Increase,I screamed ,Meat,"There were bodies hanging in the air in what looked like a meat freezer. I couldn't tell if they were supposed to be bodies or potato sacks at first. They were swinging around from side to side in such a way that made me think they were going to hit one of us, and I was really creeped out by that.",scared,3
1685,0,0,0,1,Decrease,look away,jarring,"also, the bodies hanging from the meat freezer were also emotionally evocative",grossed out,3
2396,0,0,0,1,Increase,I reacted,duck,The man in the beginning that was holding a brick and tried to hit me. It made me duck in fear and think to attack.,readiness,3
1795,0,0,1,1,Decrease,I kept telling myself that actors weren't allowed to touch me and that moving platforms were kind of stable.,Cautious,The other event I recall was a false door that opened and a hand sticking out. I remembered this moment because the person almost touched me.,hesitant,3
387,1,1,1,1,Decrease,"Stay calm, take deep breaths, remind myself it's fake and they can't touch me if they're real",strobe,The most emotionally evocative would be going through the strobe lights with the bodies hanging down. I guess the name for this is the meat freezer. The strobe lights were making it seem like my vision was working in discrete photographs and I was afraid I was going to bump into Kate or the bodies. I was wondering if they were actually characters and going to come alive. They were strung up with rope.,anxious,4
1643,0,0,0,1,Increase,look around at others,fun,floorboards moving caught me off guard,fun,2
708,0,0,0,1,Decrease,I attempted to figu,Loud,"A really loud sound box played and made it difficult to know what was going on.  The sound was very disorienting, and on top of that sound there was a lot of screaming.",confused,1
3313,0,0,0,1,Decrease,I saw nothing but darkness since my glasses were foggy so I just used the bus seats as a guide of where to walk.,Delayed,The beginning of crypt I was behind since I was stopped by an actor and had to catch up to the group. I then entered the bus and saw nobody in the darkness. I was confused and kept walking through the bus and at the end met up with my group again.,unsure,3
3235,1,0,0,1,Decrease,deep breathes,terror,jump scare from an actor standing in the dark in a thin hallway,uneasy,3
1201,0,0,0,1,Increase,I made sure to not avoid any of the actors or props meant to scare me,Cage,There were a bunch of actors placed within cages in the middle of the hall that had to be navigated around. There was a bunch of foliage on the cages and it was difficult to tell which way to walk.,excited,2
2057,1,0,0,1,Increase,We continued to re-hash and joke about the funny interaction that was had between a participant and the actor.,bus,"in The Crypt bus, there were bodies hidden in the dark flashing lights that were completely still, and it was difficult to know whether they were ""dead"" or ""alive."" i remember feeling scared that one of them might get up and start moving towards me. i believe some of them did towards other people. i kept moving through it slowly, overwhelmed by the light and dark flashes while there were mysterious objects present throughout the room.",laughable,2
931,0,0,0,1,Decrease,Focus on steve,Bodies,We walked into the white room and it was strobing really extremely.  I saw things hanging and I couldn't tell what they were at first.  Halfway through the room I realized they were hanging bodies. I couldn't avoid running into one.  I could barely see how to get out.  I just followed steven to the exit.,disoriented,4
3070,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",jail cell ,characters were hanging within jail cells. they moved about in a slow manner and then did a jump scare and/or made noises. ,terrified,2
1456,0,0,0,1,Decrease,I walked as quickly as I could through the hallway and as close to steve as possible.,Finale,After the demon room we followed steve through the foggy strobing hallway which was my least favorite part because I had no idea what would come out of the sides and I couldnt see in front of me.  But it was sweet relief when we realized we were done,fearful,4
2252,1,0,0,1,Decrease,I tried to pay attention to something else going on,Bus,NA,nervous,1
2021,1,0,0,1,Increase,The flor movement was really cool and I focused on the mechanics of how it worked,Grab,Moving floor in the crypt with the U hallway,joyful,3
1542,1,0,0,1,Increase,I kept my eyes open and tried to focus on my surroundings,Strobe,The dark bus with the flashing strobe lights. The windows of the bus were backed out and there was a strobe light that made it difficult to see what was inside the bus. There were mannequins and actors in the seats but it was almost impossible to distinguish between the two.,fearful,3
2657,1,1,0,1,Decrease,"sang a song to my self, self soothing, talking to myself, reassuring myself",bus,"the aluminum bus; there were strobe lights and dummys of people in some of the seats in either sides. there were two live people sitting on either side of the bus sitting near the middle. on the left was an African American man with dreds and on the right side there was a person with long brunette hair in front of their face. wwe made it to the end of the bus in a single file line with the man with dreds following us, but other than that the actors did not interact",scared,2
2529,0,0,0,1,Decrease,Looked away,Scared,"The laser room, couldn’t see my feet or anything below my waist",scared,1
3320,0,0,0,1,Decrease,looking around corners,Gasoline,The second emotion I felt was anxiety to be honest! not knowing if there is anther chainsaw coming around the corner was really scary ,unsure,2
2690,0,0,0,0,Increase,I started to wave at the people trying to jump scare me.,Cautious,The other event I recall was a false door that opened and a hand sticking out. I remembered this moment because the person almost touched me.,serious,3
