Values,Attention Deployment,Response Modulation,Reappraisal,Correct,Reg,RegDesc,EventKey,EventDesc,Emotion,Intense
789,1,0,0,1,Decrease,"I walked away to keep up with my group. I knew that I couldn't go see it,so distraction was the best way to get it off of my mind.",capone,I remember as we were leaving the crypt and seeing alcapones cell exhibit and thinking about when I had been here before and seen the exhibit. I was curious how they had changed it for the Halloween exhibit. But we didn't go see it.,curious,2
775,1,0,0,1,Decrease,"I knew we couldn't go to the exhibit, so I distracted myself with the next event.",Capone,"When we walked outside after the last exhibit, Crypt, I saw that there was an Al Capone exhibit. I was curious to look inside, but I had to stay with the group.",curious,2
774,0,0,1,0,Increase,I kept thinking about it and tried to solve the question in my head with context clues. ,creepy,"The school bus was creepy because it had many dead bodies sitting in the seats. The bodies weren't real (there was only one or two live actors on the bus), but they served their purpose in creating a creepy vibe. The dead bodies were pretty evenly spaced and were one to each seat. The live actor was standing on the seat and seemed to be wearing a gown. ",curious,3
750,0,0,0,1,Decrease,By walking faster through the hallway.,Eerie,The second emotionally evocative event that occurred in Machine Shop was the long hallway with the fog machine and strobes. I could see someone walking towards us with these effects on him - it was quite a sight.,creeped out,3
749,0,1,0,0,Increase,tried to feel more creeped out because there was finally a station i could possible get really scared at but because i saw it ahead of time i was already expecting it but still felt a little creeped out wondering if i would get targeted,scary,in the last section there was someone opening and closing a sliding hatch and scaring others. ,creeped out,1
746,1,0,0,1,Decrease,i looked away,creepy,the monkey person,creeped out,2
740,0,0,1,1,Decrease,I reminded myself that it wasn't real ,creepy,"The school bus was creepy because it had many dead bodies sitting in the seats. The bodies weren't real (there was only one or two live actors on the bus), but they served their purpose in creating a creepy vibe. The dead bodies were pretty evenly spaced and were one to each seat. The live actor was standing on the seat and seemed to be wearing a gown. ",creeped out,2
732,1,0,1,1,Increase,i attempted to intensify it by looking at more decorations and actors feeling awe for the decorations or actors and their makeup,creepy,"when i was walking towards the area with the person laying on the table, there was someone else by them scaring people as you entered the room so i didn't expect there to be someone else it was more of a suprise than scare ",cool,2
727,1,0,0,1,Increase,i tried to amplify it by observing the decorations ,dark,"walking in and it was darker than the previous two rooms, expected it to have more jump-scares because of the darkness and fashing lights",cool,2
720,0,1,0,0,Increase,Again just repeated to my self that that was the best/ most scary thing so far,Cinderblock,Man running through the hallway with a cinderblock,content,3
718,0,0,0,0,Decrease,I made sure to keep an eye on where the rest of my group was so that I wouldn't get lost,Hall,We had to walk down a long empty hallway with doors to cells in it. There was fog and it was fairly dark,confused,1
715,0,0,1,0,Decrease,I attempted to understand more about what was going on,Surreal,"I would say the man running through the fog, strobe-lit passage. It was surreal the way in which he scuttled around like a child with a strange weapon. It reminded me of some memories from when I was a child.",confused,2
695,0,0,0,1,Decrease,"I wrote this in because I'm confused and don't recall which one I marked as ""falling"".  I thought it was in relation to the platform in Crypt that moved back and forth but I had documented that in the previous one that I called Bridge.  The only other platform that moved I could think of was in Delirium with the footbridge in the tunnel but I had previously documented that and called that one Tunnel.",Falling,In the Crypt after we had walked upstairs there was a section that had a bridge/platform that reminded me of one of those speed-walker flat escalators you see at the airport that help you go from one section to another faster.  This stood out because I remember being on it and thinking of the scene Elf where Will Ferrell does his split on the escalator which made me laugh.  But at the same time I thought I was going to fall over on this thing and been embarrassed because my girlfriend would have thought it to be the funniest thing in the world.  Plus there was a group of random people behind me (I was the last in our study group line) so I was concerned they would laugh and/or fall  on top of me.,confused,4
693,1,0,0,1,Decrease,I tried to attend more to the floor and identify areas that might have been immobile.,unbalancing?,I noticed that the floor moved as I took a step forward. The person a head of me also noticed and looked down which further directed my attention.,confused,2
686,0,0,0,0,Decrease,by looking around to find my group's people,FRIenDS??,getting momentarily seperated from group after exiting the bus,confused,2
684,1,0,0,0,Decrease,I tried to focus on certain aspects of my surroundings and the people I was following,Cage,There were a bunch of actors placed within cages in the middle of the hall that had to be navigated around. There was a bunch of foliage on the cages and it was difficult to tell which way to walk.,confused,2
680,0,0,1,0,Decrease,Figuring out what was going on,Loud,"A really loud sound box played and made it difficult to know what was going on.  The sound was very disorienting, and on top of that sound there was a lot of screaming.",confused,3
672,1,0,0,1,Decrease,I did not understand what was going on so Istarted looking at the physical fabrication of the space,Demon,We walked into the demon room and I realized we were on the second floor of one of the halls.  I could see the big demon puppet hanging from the ceiling.  I really appreciated how they were using the architecture.  Dara let go of my hands on the way down the stairs because I was ging too fast.,confused,3
664,1,0,0,1,Decrease,I tried to see if I could spot the differences between the mannequins and the actors on the bus,Strobe,The dark bus with the flashing strobe lights. The windows of the bus were backed out and there was a strobe light that made it difficult to see what was inside the bus. There were mannequins and actors in the seats but it was almost impossible to distinguish between the two.,confused,3
656,0,1,0,0,Increase,I reminded myself that everything will be OK,Anxious ,The fourth emotion I was feeling was nervous strictly because I did not know what was going to pop up in the corner is when I could not see them,confused,0
652,0,0,0,0,Decrease,I tried to focus on the things in front of me because the strobe lights made it hard to see--everything looked like disconnected pieces.,strobe,The most emotionally evocative would be going through the strobe lights with the bodies hanging down. I guess the name for this is the meat freezer. The strobe lights were making it seem like my vision was working in discrete photographs and I was afraid I was going to bump into Kate or the bodies. I was wondering if they were actually characters and going to come alive. They were strung up with rope.,confused,3
650,1,0,0,1,Decrease,Trying to figure out what language she was speaking,Foreign,The cages and the foreign lady. She was creepy and yelling in some foreign language overall she was pretty weird and scary,confused,3
635,1,0,0,1,Decrease,breathing and checking my surroundings,overwhelming,The first emotionally-evocative event was when the strobe lights that relly had me worried about my surroundings and if there were gonna be any other jumpscares during it because I wouldn't be able to see it coming.,confused,1
623,0,0,0,0,Decrease,Reminding. Myself to walk and not get lost ,Eerie ,Walking through the strobe light area in the Machine shop made me feel like I was floating in a bakery precarious place. Like you’re in the dark and your feet aren’t touching the ground ,confused,1
616,1,0,1,0,Decrease,focused on the logistics and the space,Demon,We walked into the demon room and I realized we were on the second floor of one of the halls.  I could see the big demon puppet hanging from the ceiling.  I really appreciated how they were using the architecture.  Dara let go of my hands on the way down the stairs because I was ging too fast.,confused,2
615,1,0,0,0,Decrease,"I just tried to look around better, because it was hard to see with the strobe lights.",Lights,The room with the strobe lights that had bodies hanging. There was someone that would slowly walk up as I walked,confused,2
614,1,0,0,0,Increase,"Taking in my surroundings more and feeling the world move around me as I walked intensified my confusion because my feet were on autopilot and I was walking without having to think about it, but also my mind was going a mile a minute thinking about everything that I had just experienced and everything to come.",Disorienting,I remember the hallway with the strobe lights because it was the first thing that made me feel a little anxious. I was a little disoriented. It felt like the hallway was going on for ever and ever.,confused,1
611,0,0,0,0,Decrease,I had to take off my glasses at one point to readjust because i literally did not know how to walk forward I think that is what I did to reduce the feeling,tunnel,The moving tunnel thing in the first thing. The lights were moving and it was all twisting and I had no idea where I was going and it was awful. ,confused,3
608,0,0,1,1,Decrease,Tried to rationalize the setting,Gross,Saw the fake bodies hanging ,confused,1
588,0,0,0,1,Decrease,I was concerned about falling over so I tried to reduce it by taking slow and small steps but my impaired senses were throwing me off so it was not very successful.,Tunnel,"The second emotionally-evocative was the spinning tunnel and moving footbridge.  I This was so because I remember exclaiming how ""trippy"" I thought this was due to the 3-D glasses and lights that were on the spinning tunnel, and the off-kilter and moving footbridge really making me dizzy and feeling like I was going to fall.",concerned,2
587,0,0,0,0,Decrease,I remembered that I was not wearing a red glow stick,Frightening,"When the man jumped out from the doorway, at the beginning of the machine. ME and another member in my group both were scared from this.",concerned,1
583,0,0,0,0,Decrease,I attempted to reduce this emotion by putting my trust in Steven that he wasn't going to let us be separated from each other. ,Bunny,"Waiting in line for Machine Chop, the actor outside, character named Bunny, was telling us to get into a single file line, tallest to smallest, for groups bigger than two (our group) and we didn't, I assume because she recognized Steven, and I was real concerned that we might get separated. ",concerned,4
579,0,0,0,1,Increase,by trying to see,Handicapped,The very dark rom with hanging body parts that you could only see for a couple of seconds when the lights flashed.,concentration,3
574,1,0,0,1,Decrease,"I attempted to reduce my comfort because my fear was by having focus on this object would leave me exposed/susceptible to attack from another actor off to the other side of me, so I reverted my focus/sight to what was in front of me.",Hand,"The third most evocative event was the hand in the table saw.  I think it was because most of the tour it was eyes front staying in line trying not to really react or be susceptible to the actors, so when I saw something I felt comfortable with looking at/investigating a little more I took the time to remember it.",comfortable,1
563,0,0,0,1,Decrease,I simply walked up the steps fast,wind,"The second one i remember was the two gusts of winds towards the end of the section, while we we're walking around a corner, i remember hearing the first gust of wind and also hearing one of the people in our group laugh and then I remember getting hit with the gust of wind immediately after and being surprised at how strong it was",cold,1
551,0,0,0,1,Decrease,I tried to get out quickly.,Narrow,There was a person in the beginning of the narrow bus that jump scared me by coming up in my face with flashing dim lights.,claustrophobic,4
534,0,1,0,0,Increase,I td myself that it is nothing to be scared of and to just keep walking. ,loud ,The second event was the guy with a chain-saw coming at you. ,cautious,2
532,1,0,0,1,Increase,I tried to look around more to see what was going to happen. ,scary ,The third event was the long hallway with strobe lights and fog with two guys scaring you. ,cautious,1
530,0,0,0,0,Decrease,Predicting the locations where retiree ,Unexpected,Darkness and loss noises of chainsaws in the machine set,cautious,1
504,1,0,0,1,Increase,I would ignore the actors yelling.,disorianted,The third event would be strobing lights. At could barely see anything but at the corner of my eye saw a figure creep up on me.,calm,2
492,1,0,0,0,Decrease,"I tried to look for more scare actors, even if there were only 2",Jail,The foliage covered jail cells that had some moving animatronics in them with a few scare actors scattered around,bored,3
474,1,0,0,1,Decrease,I pinched myself to wake myself up.,Alarming,A man tried to hit me with a cinderblock and then pulled back at the last second. ,bored,2
472,0,1,0,1,Decrease,Getting more excited ,scream,an actress was scaring a girl in front of me and she would not of let her to go and let everyone else in the group go.,bored,2
469,0,1,0,0,Decrease,tried to feel it less and think maybe ill get scared next time or theres something better coming,dark,"walking in and it was darker than the previous two rooms, expected it to have more jump-scares because of the darkness and fashing lights",bored,3
452,0,0,0,0,Decrease,Tried to give the actors a reaction instead of just staring at them.,disorianted,The third event would be strobing lights. At could barely see anything but at the corner of my eye saw a figure creep up on me.,awkward,3
450,1,0,0,0,Decrease,I tried to focus on the fun illusion of everything and not on the pretenses,Curiosity,"Two raised, neon dancers ",awkward,2
447,0,0,1,1,Decrease,I just tried to remember I was in a haunted house,Bus,The first emotionally evocative event was seeing the first dead body on the left.,awkward,2
429,0,0,0,0,Increase,look in between strobe lights,meat,"the bodies hanging in the meat locker, barbie mannequin in the last corner of the room, one actress with long curly brown hair in a red cape. many upside down decapitated bodies",awed,2
425,0,1,0,0,Increase,I wanted to not be tired and continue to pay attention ,nervewracking ,walking through the door was immediatley distressing for me since it was very dark and hard to tell where to go next. I saw a shadow of a person in the room next to the first room we were in that put me on high alert right from the start. ,awake,3
420,1,0,0,1,Decrease,I took a deep breath,saw,we were walking on a ramp and a man with a chain saw revved up or powered up the chain saw and then crouched down low and started running the chain saw near our feet. I screeched and also laughed. ,arousal,4
396,0,0,0,0,Decrease,I tried to keep my eyes on my friend,gross,"Walking into a hallway after the chainsaw incident, I looked to my left and saw a severed foot and shin. I turned to look forward and saw a bunch more body parts hanging on the walls of the hallway. There were more feet, there were hands, and the whole room was bathed in red lighting. All of the body parts were bloodied and looked gross.",anxious,1
393,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",strobe lights ,long hallway with smoke and strobe lights. this was at the end of one of the tours. ,anxious,3
391,1,0,0,1,Decrease,Focus on something else,hanging,people hanging in meat freezer,anxious,2
389,1,0,0,1,Decrease,I tried to just think about other things but the hallway felt like it was going on forever so it did not really work.,Fog,"Fog machine and strobe lights made me very anxious while I was walking down the really long hallway, this was one of the most nerve-wracking parts of the night.",anxious,4
379,1,0,0,0,Decrease,I was doing my best to make sense of my surroundings,bus,"The walking through the bus, it was claustrophobic and exposed and it was nerve wracking because I was uncertain which figures were wax and which would jump out at me",anxious,4
377,0,0,0,1,Decrease,hold friends hand,strobe lights ,"at the end of machine shop, there was a long dark hallway where strobe lights were going off. I remember feeling like i couldn't tell what I was looking at and was scared to move forward. ",anxious,2
374,0,0,1,1,Decrease,I basically told myself that it was only one section and that just because the floor suddenly had become unstable doesn't mean that it will continue to be unstable.,foorboards,The third emotionally-evocative event that occurred within the crypt was sliding floorboards,anxious,3
368,0,0,0,1,Decrease,i held onto my friend,tunnel,walking through the fog tunnel in the jail cell section and having people jump out and scare us,anxious,2
364,1,0,0,1,Decrease,"deep breath, look forward, hold friend's hand",bus ,Bus walk through. dark with fog/smoke surrounding. people sitting in the seats. cannot see in front of me or know where to walk. Exit bus. ,anxious,3
354,0,0,0,0,Decrease,I attempted to reduce my anxiety by talking myself through the room,suspense ,The third emotionally evocative event that occurred within the Crypt was bodies hanging from the wall ,anxious,4
351,0,1,1,0,Decrease,I tried to remind myself that this is fun and not anxiety-provoking and it is not real. ,Bus,"The first emotionally evocative event that occurred for me was on the bus, instantly, I was scared and screamed when I could not tell the difference between a fake dead body and a real person. It was also my first scare since it was all strobe lights so it was very difficult to see. ",anxious,1
348,0,0,0,1,Decrease,finding the group,frightened,there was a man who slide open a window and popped out. in a skinny hall way.,anxious,2
333,1,0,0,1,Decrease,"deep breath, look somewhere else, hold friend's hand ",jail cell ,characters were hanging within jail cells. they moved about in a slow manner and then did a jump scare and/or made noises. ,anxious,2
328,1,0,0,1,Decrease,I would look at the exit and would try and get out of the section as fast as possible. I would blink often in an attempt to refocus my eyesight.,Disorienting,"In the room with the bodies hanging in the freezer, there were bright flashing lights that distorted my vision and affected how I walked. These lights caused me to walk into one of the bodies hanging in the freezer which caught me off guard.",anxious,2
312,0,0,1,1,Decrease,Remind myself they won't hurt me and she can't move that fast if she suddenly decides to get up,Dress,"In Take 13, I made eye contact with the lady in the red dress and she smiled creepily and continued looking at me the entire day around the room without blinking.",anxious,3
311,1,1,0,1,Decrease,breath and tell myself to calm down,Cells/Cages,There were alot of people in cages. The cages were shaking and people were coming out of the cages.,anxious,1
304,0,0,0,1,Decrease,"I didn't know where to go, I was walking through the room and I didn't have room to walk without running into the bodies touching me, which intensified the feeling.",Disturbing,"The bodies that were hanging from hooks in the meat freezer. There were bodies hanging in a foggy room. It was cramped. You couldn't see anything besides the bodies hanging. There was a guy that starts to move through the hanging bodies and he came up and started screaming at us. I walked alongside the wall and ran into one of the bodies. It felt like a stuffed body, cushiony. ",anxious,3
303,0,0,0,1,Decrease,I closed my eyes to avoid getting too dizzy and scared,Disorienting,"The rattling floors: I remember climbing the stairs and seeing a sign warning of rattling floors/flashing lights. We climbed some stone stairs and entered this narrow hallway, where the floor's sliding panels would occasionally shift, making it hard to walk. I finally walked down the stairs (after seeing some monsters hanging from the ceiling)",anxious,2
291,0,0,0,1,Decrease,moving past him fast ,scientist,there was a mad scientist screaming nonsense.,anxious,2
286,0,1,0,0,Decrease,I told myself I wasn't going to fall down,bridge,A flowy bridge,anxious,1
285,0,0,0,1,Decrease,I could not,unbalancing?,I noticed that the floor moved as I took a step forward. The person a head of me also noticed and looked down which further directed my attention.,anxious,4
281,1,0,0,1,Decrease,I kept looking behind and around me to ensure that no one snuck up or got closer to me,Disbelief,Cloaked demon man following me throughout the entire section,anxious,1
261,1,0,0,0,Decrease,I tried not to focus on it,hanging,people hanging in meat freezer,anxious,2
253,1,0,1,1,Decrease,I basically just tried to take deep breaths and remind myself everything was fake.,strobe,The most emotionally evocative would be going through the strobe lights with the bodies hanging down. I guess the name for this is the meat freezer. The strobe lights were making it seem like my vision was working in discrete photographs and I was afraid I was going to bump into Kate or the bodies. I was wondering if they were actually characters and going to come alive. They were strung up with rope.,anxious,3
250,1,0,0,1,Decrease,breathing and checking my surroundings,overwhelming,The first emotionally-evocative event was when the strobe lights that relly had me worried about my surroundings and if there were gonna be any other jumpscares during it because I wouldn't be able to see it coming.,anxious,2
249,0,0,0,1,Decrease,By walking faster.,Labrythine,"The hand on the table and the room before had a jump scare that was directly aimed at me. So that was the first, if not only, emotionally-evocative event that occurred with Machine Shop.",anxious,2
236,0,1,0,0,Decrease,"I just told myself that it was going to be okay, and if I did get scared, it would be quick.",narrow,"The emotionally-evocative event that occurred was how claustrophobic the bus was, it was super narrow and dark and I do not have a fear of narrow spaces, but knowing there were possible actors in the dark to scare us and there was nowhere to go was slightly scary. ",anxious,2
230,1,0,0,1,Decrease,I kept taking off or looking over the top of my glasses.,Concerning,The first event was the man with the chainsaw. He was heavier-set with longish hair. He was wearing red or orange. The chainsaw was very loud and smelled of gasoline. I remember thinking that he must've taken the teeth off the chainsaw for safety purposes because he got REALLY close to us.,anxious,3
224,0,0,1,1,Decrease,I tried to remember that it is just an attraction and nothing is real, meat,"we entered machine shop through a box made of red raw meat dripping down from the walls. it looked wet and real. as i stepped out of the box, a scary woman with a cleaver jumped out at me and i ran around her to get to the other side.",anxious,2
210,1,1,0,0,Decrease,I attempted to reduce the anxiety emotion by having fun and deep breaths. ,disturbing,The first event I can remember is when the people were screaming behind the cells. I also remember the man on the game control panels in the beginning. ,anxious,1
208,0,0,0,0,Decrease,I made sure to stay close to my group and convince myself of security being in a group that I was protected in front and behind me. ,Eerie,"The second emotionally evocative event that occurred in The Crypt was walking through a forest. Upon entry, there was debris and as you moved farther into the event, you saw hanging bodies and even mutilated bodies on the floor. There was also two hanging bodies upon exit with a scare actor tangled in the vines on the right wearing a black cape. ",anxious,1
204,1,0,1,0,Decrease,I tried to breathe through being scared and remind myself they were actors or props and couldn't touch me ,Bus,"Walking through the bus- I remember flashing lights and having a hard time seeing, I was afraid of the people sitting in the seats and spend time trying to figure out whether or not they were real but it was really hard to tell because of the flashing lights. I remember at the end there was one real actor that jumped at the person in front of me and I was thankful that it wasn't me so I wouldn't scream. ",anxious,4
197,0,0,0,1,Decrease,"I knew that it was towards the end of the section, and it was a grand hall with a bunch of shining lights, I was worried someone would jump out of somewhere and scare me",pretty,hall with glowing lights,anxious,1
195,0,0,0,0,Decrease,looked away,scared,"during the crypt, someone jumped towards me and yelled at me ",anxious,3
189,1,0,0,1,Decrease,Just tried to breathe and get out ,Bus,"I hates the bus. The strobe lights were disorienting and the passage between the seats was really narrow, so I felt a little claustrophobic ",anxious,2
181,1,0,1,0,Decrease,"I looked at each figure I was next to to figure out which ones were people and which were fake, and I looked ahead of me to determine when I would be jumped out at",bus,"The walking through the bus, it was claustrophobic and exposed and it was nerve wracking because I was uncertain which figures were wax and which would jump out at me",anticipation,3
155,0,0,0,1,Decrease,Same,Ominous,"Wandering through the bus: we stepped aboard a silver, metallic bus that had metallic stairs. There was no driver, or at least a plexiglass was shielding him. The bus was dark, and there was flashing white light at a rapid interval. Figures were bent, heads down, one on every over row/seat or so. None of them lunged, thankfully, but I made my way through the aisle as quickly as possible. We descended the ramp and left the bus.",anticipation,4
153,0,0,0,1,Decrease,Same as above ,Strobe,Strobe Light hallway. Both for its overwhelming sensory component and the fact that it was the first time we’d seen the cells clearly and I remembered where I was,annoyed,1
145,1,0,0,1,Decrease,By focusing on other aspects,Abrupt,"When we walked into the section with an opening to the outside a man with a chainsaw appeared from the right. the chainsaw was off initially but as we walked by he ran up and turned it on, chasing us up the line. He didn't turn off the chainsaw until we entered the indoor section",annoyed,1
138,0,0,1,1,Decrease,Think about how it will be over soon ,loud,The chain saw,annoyed,3
129,0,0,1,1,Decrease,told myself that although it was hard to see it made the experience more scary which was all in good fun,bus,"Strobe light bus, You get on the walk through a dark bus with people in the seats and you cant tell which is an actual person vs just a dummy because of strobe lights.",annoyed,3
126,1,0,0,1,Decrease,I just took a breather and moved into the room.,Beginning,"The actor that was letting people in suddenly swung his tool in my face right as I was about to enter the room. Since I wasn't paying attention, it caught me off guard and I felt myself quickly move away. ",annoyed,1
125,0,0,1,1,Decrease,tried to reduce it by staying positive and remember it's part of his job to act ,loud,entering the third event there was a man standing outside of the entry who was swinging a stick i thought he was very loud but was a good actor cause he scared a little boy a lot ,annoyed,1
119,1,0,0,1,Decrease,looked to the next thing in the section,covid dude,I walked past a man that was talking to us and he told one of us to put our mask up,annoyed,1
104,1,1,0,1,Decrease,I tried to remain calm and not breathe too fast in order to remain calm,scary,"the second actor who was in the second room of the machine shop singled me out as I was the second person in line, and wouldn't let me pass until the other four people behind me passed and it was very uncomfortable. ",angry,1
91,0,0,1,1,Increase,Just thinking about how fake it was ,Wrench,"The man with the wrench yelling in our faces about surrendering ourselves to the machine was a little startling, just based on how close he got and the way he talked about giving up and surrendering our...flesh. ",amused,3
89,0,0,0,1,Increase,By trying to walk normal in the tunnel and it was funny to see others stumbling around as well. ,Tunnel,The tunnel in the first section because it was very hard to walk and i think someone in my group got chased or fell down in the tunnel because we had to wait for him to catch up. ,amused,3
81,1,0,0,0,Increase,I attempted to intensify my feeling of amusement by making a comment about it to Steven,Ladies,"When we were walking into Delirium, there were two women dancing on the table right at the entrance of the haunted house. They were dressed in dresses and moving very slowly. I remember thinking this was funny because what is scary about dancers? I remember making a comment to Steven about the dancers. ",amused,3
74,0,0,1,1,Increase,Thought about how impressive it was that I hadn't seen them,Polka dots,Person dressed in black with polka dots on it jumped out at me from a corner in delerium,amused,2
60,0,0,0,1,Increase,I was amazed he had an actual chainsaw minus the chain. I always herd in haunted houses people did that but it was the first time I had ever saw it.,Chainsaw,The man said someone is getting cut tonight then started a chainsaw,amazed,2
49,0,1,0,0,Decrease,concentrate more on not being scared,strange,The first emotionally-evocative event that occurred within Machine Shop was the woman host in the beginning that let us into the attraction. She had a eye contact in that completely whited out one of her eyes and that kind of freaked me out. ,alarmed,4
32,0,0,1,1,Decrease,realize it isnt real,creepy,walking through the hallway with the jail cells and the actors jumping thru the cells,afraid,1
6,1,0,0,1,Increase,I studied the composition of the figures in the scene and focused on the atmosphere that the figures and the light produced.,demon,"the second evocative event was seeing the two large demonic looking figures that were hanging from the cieling in the main penetentiary hallway  wherethe jail cells were. they had long saggingrags on their bodies and long hands fingers i believe. Big heads. they were silhouetted by the lights below them and no lightsabove them. UNDErneath them was the netted area with foliage and chains and cages with piles of body parts in them. I liked the composition of the scene, I thought it looked rather pretty in addition to it feeling rather eerie, chilly, spooky. Crawling on my spine feeling.
",admiration,3
,,,,,,,,,,
